LGA_CODE_2016,C0_4F_EO_M_EO,C0_4F_EO_M_O_EVWW,C0_4F_EO_M_O_ENWNA,C0_4F_EO_M_O_PENS,C0_4F_EO_M_O_E_T,C0_4F_EO_M_LPENS,C0_4F_EO_M_T,C0_4F_O_EVWW_M_EO,C0_4F_O_EVWW_M_O_EVWW,C0_4F_O_EVWW_M_O_ENWNA,C0_4F_O_EVWW_M_O_PENS,C0_4F_O_EVWW_M_O_E_T,C0_4F_O_EVWW_M_LPENS,C0_4F_O_EVWW_M_T,C0_4F_O_ENWNA_M_EO,C0_4F_O_ENWNA_M_O_EVWW,C0_4F_O_ENWNA_M_O_ENWNA,C0_4F_O_ENWNA_M_O_PENS,C0_4F_O_ENWNA_M_O_E_T,C0_4F_O_ENWNA_M_LPENS,C0_4F_O_ENWNA_M_T,C0_4F_O_PENS_M_EO,C0_4F_O_PENS_M_O_EVWW,C0_4F_O_PENS_M_O_ENWNA,C0_4F_O_PENS_M_O_PENS,C0_4F_O_PENS_M_O_E_T,C0_4F_O_PENS_M_LPENS,C0_4F_O_PENS_M_T,C0_4F_O_E_T_M_EO,C0_4F_O_E_T_M_O_EVWW,C0_4F_O_E_T_M_O_ENWNA,C0_4F_O_E_T_M_O_PENS,C0_4F_O_E_T_M_O_E_T,C0_4F_O_E_T_M_LPENS,C0_4F_O_E_T_M_T,C0_4F_LPENS_M_EO,C0_4F_LPENS_M_O_EVWW,C0_4F_LPENS_M_O_ENWNA,C0_4F_LPENS_M_O_PENS,C0_4F_LPENS_M_O_E_T,C0_4F_LPENS_M_LPENS,C0_4F_LPENS_M_T,C0_4F_T_M_EO,C0_4F_T_M_O_EVWW,C0_4F_T_M_O_ENWNA,C0_4F_T_M_O_PENS,C0_4F_T_M_O_E_T,C0_4F_T_M_LPENS,C0_4F_T_M_T,C5_9F_EO_M_EO,C5_9F_EO_M_O_EVWW,C5_9F_EO_M_O_ENWNA,C5_9F_EO_M_O_PENS,C5_9F_EO_M_O_E_T,C5_9F_EO_M_LPENS,C5_9F_EO_M_T,C5_9F_O_EVWW_M_EO,C5_9F_O_EVWW_M_O_EVWW,C5_9F_O_EVWW_M_O_ENWNA,C5_9F_O_EVWW_M_O_PENS,C5_9F_O_EVWW_M_O_E_T,C5_9F_O_EVWW_M_LPENS,C5_9F_O_EVWW_M_T,C5_9F_O_ENWNA_M_EO,C5_9F_O_ENWNA_M_O_EVWW,C5_9F_O_ENWNA_M_O_ENWNA,C5_9F_O_ENWNA_M_O_PENS,C5_9F_O_ENWNA_M_O_E_T,C5_9F_O_ENWNA_M_LPENS,C5_9F_O_ENWNA_M_T,C5_9F_O_PENS_M_EO,C5_9F_O_PENS_M_O_EVWW,C5_9F_O_PENS_M_O_ENWNA,C5_9F_O_PENS_M_O_PENS,C5_9F_O_PENS_M_O_E_T,C5_9F_O_PENS_M_LPENS,C5_9F_O_PENS_M_T,C5_9F_O_E_T_M_EO,C5_9F_O_E_T_M_O_EVWW,C5_9F_O_E_T_M_O_ENWNA,C5_9F_O_E_T_M_O_PENS,C5_9F_O_E_T_M_O_E_T,C5_9F_O_E_T_M_LPENS,C5_9F_O_E_T_M_T,C5_9F_LPENS_M_EO,C5_9F_LPENS_M_O_EVWW,C5_9F_LPENS_M_O_ENWNA,C5_9F_LPENS_M_O_PENS,C5_9F_LPENS_M_O_E_T,C5_9F_LPENS_M_LPENS,C5_9F_LPENS_M_T,C5_9F_T_M_EO,C5_9F_T_M_O_EVWW,C5_9F_T_M_O_ENWNA,C5_9F_T_M_O_PENS,C5_9F_T_M_O_E_T,C5_9F_T_M_LPENS,C5_9F_T_M_T,C10_12F_EO_M_EO,C10_12F_EO_M_O_EVWW,C10_12F_EO_M_O_ENWNA,C10_12F_EO_M_O_PENS,C10_12F_EO_M_O_E_T,C10_12F_EO_M_LPENS,C10_12F_EO_M_T,C10_12F_O_EVWW_M_EO,C10_12F_O_EVWW_M_O_EVWW,C10_12F_O_EVWW_M_O_ENWNA,C10_12F_O_EVWW_M_O_PENS,C10_12F_O_EVWW_M_O_E_T,C10_12F_O_EVWW_M_LPENS,C10_12F_O_EVWW_M_T,C10_12F_O_ENWNA_M_EO,C10_12F_O_ENWNA_M_O_EVWW,C10_12F_O_ENWNA_M_O_ENWNA,C10_12F_O_ENWNA_M_O_PENS,C10_12F_O_ENWNA_M_O_E_T,C10_12F_O_ENWNA_M_LPENS,C10_12F_O_ENWNA_M_T,C10_12F_O_PENS_M_EO,C10_12F_O_PENS_M_O_EVWW,C10_12F_O_PENS_M_O_ENWNA,C10_12F_O_PENS_M_O_PENS,C10_12F_O_PENS_M_O_E_T,C10_12F_O_PENS_M_LPENS,C10_12F_O_PENS_M_T,C10_12F_O_E_T_M_EO,C10_12F_O_E_T_M_O_EVWW,C10_12F_O_E_T_M_O_ENWNA,C10_12F_O_E_T_M_O_PENS,C10_12F_O_E_T_M_O_E_T,C10_12F_O_E_T_M_LPENS,C10_12F_O_E_T_M_T,C10_12F_LPENS_M_EO,C10_12F_LPENS_M_O_EVWW,C10_12F_LPENS_M_O_ENWNA,C10_12F_LPENS_M_O_PENS,C10_12F_LPENS_M_O_E_T,C10_12F_LPENS_M_LPENS,C10_12F_LPENS_M_T,C10_12F_T_M_EO,C10_12F_T_M_O_EVWW,C10_12F_T_M_O_ENWNA,C10_12F_T_M_O_PENS,C10_12F_T_M_O_E_T,C10_12F_T_M_LPENS,C10_12F_T_M_T,C13_14F_EO_M_EO,C13_14F_EO_M_O_EVWW,C13_14F_EO_M_O_ENWNA,C13_14F_EO_M_O_PENS,C13_14F_EO_M_O_E_T,C13_14F_EO_M_LPENS,C13_14F_EO_M_T,C13_14F_O_EVWW_M_EO,C13_14F_O_EVWW_M_O_EVWW,C13_14F_O_EVWW_M_O_ENWNA,C13_14F_O_EVWW_M_O_PENS,C13_14F_O_EVWW_M_O_E_T,C13_14F_O_EVWW_M_LPENS,C13_14F_O_EVWW_M_T,C13_14F_O_ENWNA_M_EO,C13_14F_O_ENWNA_M_O_EVWW,C13_14F_O_ENWNA_M_O_ENWNA,C13_14F_O_ENWNA_M_O_PENS,C13_14F_O_ENWNA_M_O_E_T,C13_14F_O_ENWNA_M_LPENS,C13_14F_O_ENWNA_M_T,C13_14F_O_PENS_M_EO,C13_14F_O_PENS_M_O_EVWW,C13_14F_O_PENS_M_O_ENWNA,C13_14F_O_PENS_M_O_PENS,C13_14F_O_PENS_M_O_E_T,C13_14F_O_PENS_M_LPENS,C13_14F_O_PENS_M_T,C13_14F_O_E_T_M_EO,C13_14F_O_E_T_M_O_EVWW,C13_14F_O_E_T_M_O_ENWNA,C13_14F_O_E_T_M_O_PENS,C13_14F_O_E_T_M_O_E_T,C13_14F_O_E_T_M_LPENS,C13_14F_O_E_T_M_T,C13_14F_LPENS_M_EO,C13_14F_LPENS_M_O_EVWW,C13_14F_LPENS_M_O_ENWNA,C13_14F_LPENS_M_O_PENS,C13_14F_LPENS_M_O_E_T,C13_14F_LPENS_M_LPENS,C13_14F_LPENS_M_T,C13_14F_TM_EO,C13_14F_TM_O_EVWW,C13_14F_TM_O_ENWNA,C13_14F_TM_O_PENS,C13_14F_TM_O_E_T,C13_14F_TM_LPENS,C13_14F_TM_T,C15_17F_EO_M_EO,C15_17F_EO_M_O_EVWW,C15_17F_EO_M_O_ENWNA,C15_17F_EO_M_O_PENS
LGA34420,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,49,47,0,0,0,0,0,47,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,0,0,0,47,3,0,0,4,0,49,23,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,23,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,8,0,0,0
LGA34530,1258,8,0,0,8,0,1264,40,32,0,0,34,0,75,4,0,0,0,0,0,4,0,0,0,0,0,0,0,41,32,0,0,35,0,76,3,0,0,0,0,0,4,1307,37,0,0,43,0,1347,1440,10,0,0,10,0,1451,23,34,0,0,37,0,58,0,0,0,0,0,0,3,0,0,0,0,0,0,0,20,34,3,4,36,0,59,3,0,0,0,0,0,3,1460,41,3,4,51,0,1512,856,8,0,0,8,0,865,13,12,0,0,12,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,12,0,20,0,0,0,0,0,0,0,872,16,0,0,16,0,890,559,3,0,0,3,3,566,10,9,0,0,12,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,15,0,20,0,0,0,0,0,0,0,569,14,0,0,16,3,587,707,3,0,0
LGA34570,24,0,0,0,0,0,24,3,14,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,16,0,16,0,0,0,0,0,0,0,26,15,0,0,16,0,46,35,0,0,0,0,0,35,0,19,0,0,19,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,19,0,19,0,0,0,0,0,0,0,35,19,0,0,19,0,51,15,0,0,0,0,0,13,0,15,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,0,15,0,0,0,0,0,0,0,15,21,0,0,21,0,32,4,0,0,0,0,0,3,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,4,7,0,0,7,0,7,0,0,0,0
LGA34580,1412,8,0,0,8,8,1431,39,77,6,0,87,0,126,0,11,21,0,33,0,33,0,0,0,0,0,0,0,43,91,29,0,116,0,159,3,0,0,0,0,3,6,1461,100,29,0,123,15,1598,1587,7,0,0,8,8,1605,24,60,6,0,64,0,90,0,12,15,0,24,0,24,0,0,0,0,0,0,0,24,76,20,0,93,0,117,0,0,0,0,0,3,5,1615,80,23,0,101,13,1732,967,3,0,0,3,7,985,22,25,3,0,22,0,46,0,7,11,0,13,0,13,0,0,0,0,0,0,0,22,27,13,0,40,0,58,3,0,0,0,0,0,6,994,32,13,0,44,7,1049,619,0,0,0,0,4,628,4,17,3,0,20,0,28,0,4,3,0,4,0,4,0,0,0,0,0,0,0,4,16,8,0,27,0,30,3,0,0,0,0,0,3,630,19,10,0,25,4,661,786,3,0,0
LGA34590,11081,525,13,3,540,21,11645,669,2761,191,27,2972,3,3647,18,454,413,16,887,0,898,8,23,3,20,45,0,57,698,3242,604,55,3901,8,4605,27,0,0,0,3,32,62,11800,3773,614,55,4444,62,16304,11483,432,4,0,438,20,11941,519,2409,159,21,2588,3,3110,17,342,361,9,714,0,729,7,21,3,17,39,0,46,551,2772,525,43,3338,3,3888,29,8,4,0,9,29,65,12059,3204,534,48,3789,55,15899,6337,233,5,3,236,14,6595,267,1186,111,9,1303,0,1571,3,192,242,3,439,0,440,3,14,5,14,33,0,36,274,1387,355,28,1776,0,2052,12,0,0,0,3,19,36,6627,1621,361,33,2016,38,8677,4045,116,5,3,120,5,4170,142,727,75,7,808,0,948,3,108,157,0,267,0,274,0,8,3,5,11,0,11,143,841,238,10,1088,0,1235,5,3,0,0,3,3,12,4197,954,246,15,1217,9,5421,4920,145,3,3
LGA34710,135,0,0,0,0,3,138,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,0,0,0,0,0,134,9,0,0,9,0,145,147,0,0,0,0,0,148,0,3,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,9,3,0,0,0,0,0,3,149,3,3,0,9,0,157,85,0,0,0,0,0,85,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,87,0,0,0,3,0,94,52,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,50,45,0,0,0
LGA34770,4464,71,0,0,68,8,4537,154,354,6,3,364,0,517,6,28,7,0,36,0,36,6,0,0,0,0,0,4,163,387,12,3,399,0,567,9,3,0,0,3,13,23,4633,457,12,3,472,20,5123,4654,43,4,4,49,10,4716,120,300,12,0,315,0,434,4,22,6,0,28,0,27,3,4,0,0,3,0,8,125,324,15,0,346,0,467,5,0,0,0,0,10,16,4788,372,20,3,393,22,5196,2711,30,0,0,30,3,2742,51,175,0,0,177,0,228,5,20,3,0,25,0,26,0,0,0,0,0,0,6,56,201,5,0,203,0,259,3,0,0,0,0,8,11,2767,232,5,0,237,7,3017,1685,17,0,0,17,0,1706,41,109,0,0,117,0,152,0,3,3,0,5,0,10,0,0,0,0,0,0,0,42,114,3,0,119,0,159,3,0,0,0,0,3,10,1726,135,3,0,138,9,1873,2152,26,0,0
LGA34800,35,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,39,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,43,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0
LGA34830,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,21,12,0,0,0,0,0,12,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,12,4,0,0,4,0,15,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,4,0,0,0
LGA34860,615,7,0,0,7,3,626,8,36,0,0,37,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,0,0,42,0,48,3,0,0,0,0,0,3,629,47,0,0,47,3,679,625,8,0,0,8,5,634,3,20,0,0,22,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,0,0,22,0,27,5,0,0,0,0,4,13,639,26,0,0,28,8,672,293,4,0,0,4,0,299,7,15,0,0,15,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,15,0,22,3,0,0,0,0,0,3,302,15,0,0,15,0,323,172,0,0,0,0,0,172,3,8,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,12,0,16,0,0,0,0,0,0,0,172,13,0,0,13,0,188,177,0,0,0
LGA34880,564,28,0,0,28,3,596,41,45,0,0,46,0,84,0,3,0,0,3,0,3,0,0,0,0,0,0,0,39,48,0,0,54,0,94,0,0,0,0,0,6,6,608,81,0,0,79,7,694,749,25,0,0,25,0,770,22,46,0,0,43,0,71,0,0,0,0,0,0,0,3,0,0,0,0,0,3,28,46,0,0,51,0,73,4,0,0,0,0,0,4,776,66,0,0,70,0,848,466,8,0,0,8,0,477,11,27,0,0,27,0,43,0,0,0,0,4,0,3,0,0,0,0,0,0,0,15,29,0,0,30,0,46,3,0,0,0,0,0,3,481,37,0,0,41,3,524,299,12,0,0,12,0,315,8,20,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,0,0,20,0,31,0,0,0,0,0,0,0,313,33,0,0,33,0,352,346,24,0,3
LGA35010,17660,444,0,4,456,33,18144,686,1558,43,9,1608,3,2306,17,103,47,0,148,0,165,7,7,0,6,19,3,24,711,1667,89,18,1778,6,2499,22,3,0,0,8,30,58,18400,2120,89,23,2237,70,20705,18916,412,9,7,430,38,19386,603,1541,51,9,1595,3,2202,13,86,49,0,136,0,146,14,12,0,0,11,0,27,625,1635,95,9,1745,3,2375,33,0,0,0,0,40,77,19581,2049,109,16,2173,83,21827,10668,196,3,3,201,14,10882,276,837,27,3,863,0,1134,3,42,22,0,69,0,69,4,9,0,3,6,0,12,283,887,44,5,938,0,1226,20,0,0,0,0,28,49,10968,1082,48,7,1138,45,12153,6649,111,9,0,114,3,6765,186,455,22,3,478,0,661,3,29,18,0,50,0,48,7,3,0,0,3,0,11,195,486,41,3,526,0,721,15,0,0,0,0,9,26,6857,595,44,3,643,11,7516,8392,150,5,3
LGA35250,40,0,0,0,0,0,41,0,7,0,0,7,0,6,0,0,0,0,0,0,0,3,3,0,0,3,0,3,3,7,0,0,6,0,12,0,0,0,0,0,0,0,44,7,0,3,9,0,50,67,0,0,0,0,0,68,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,6,0,0,6,0,9,0,0,0,0,0,0,0,68,11,0,0,11,0,77,55,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,55,3,0,0,4,0,60,15,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,8,0,0,0
LGA35300,951,21,0,0,21,0,974,42,130,0,0,130,3,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,132,0,0,132,3,174,6,0,0,0,0,3,5,995,148,0,0,154,7,1154,739,13,0,0,13,3,755,26,113,0,0,113,0,136,0,3,0,0,3,0,3,0,0,0,0,0,0,4,28,117,0,3,118,0,148,0,0,0,0,0,3,3,767,132,0,3,133,8,903,426,7,0,0,7,0,432,13,62,0,0,62,0,74,0,0,0,0,3,0,3,0,0,0,0,0,0,0,12,60,0,0,64,0,81,3,0,0,0,0,4,6,444,71,0,0,72,4,520,223,4,0,0,4,0,227,10,29,0,0,34,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,3,0,36,0,41,0,0,0,0,0,0,3,234,34,3,0,35,0,279,240,4,0,0
LGA35600,190,3,0,0,3,0,196,4,0,0,0,0,0,10,0,3,3,0,8,0,8,0,0,0,0,0,0,0,4,5,3,0,10,0,18,0,0,0,0,0,3,3,201,7,3,0,12,4,213,168,0,0,0,0,3,169,7,8,0,0,8,0,14,0,4,0,0,4,0,4,0,0,0,0,0,0,0,7,9,0,0,11,0,12,0,0,0,0,0,3,3,168,11,0,0,12,4,189,99,4,0,0,4,0,105,3,0,0,0,0,0,6,0,3,3,0,5,0,5,0,0,0,0,0,0,0,3,6,3,0,4,0,10,0,0,0,0,0,0,0,106,8,3,0,7,3,114,43,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,0,3,3,0,3,0,7,0,0,0,0,0,0,0,47,3,3,0,4,0,53,56,0,0,0
LGA35670,47,3,0,0,3,0,48,0,27,0,0,27,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,27,0,27,0,0,0,0,0,0,0,47,27,0,0,27,0,74,38,3,0,0,3,0,40,0,25,0,0,25,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,0,25,0,0,0,0,0,0,0,38,25,0,0,25,0,64,26,0,0,0,0,0,26,0,8,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,8,0,0,0,0,0,0,0,26,8,0,0,8,0,33,8,0,0,0,0,0,8,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,8,9,0,0,9,0,18,3,0,0,0
LGA35740,1379,38,0,0,38,0,1422,83,92,0,0,97,0,182,5,6,3,0,7,0,11,0,0,0,0,0,0,0,91,101,3,0,103,0,193,0,0,0,0,0,0,3,1473,136,3,0,142,3,1618,1795,44,0,0,44,0,1838,70,80,0,0,75,0,143,0,4,0,0,4,0,3,0,0,0,0,0,0,0,73,79,0,0,81,0,150,3,0,0,0,0,0,4,1868,121,0,0,123,0,1994,1149,19,0,0,19,0,1163,34,42,0,0,42,0,75,3,0,0,0,0,0,9,3,0,0,0,0,0,3,38,44,0,0,46,0,84,5,0,0,0,0,0,5,1187,63,0,0,67,0,1253,778,14,0,0,14,3,790,26,21,0,0,21,0,49,0,3,0,0,3,0,3,0,0,0,0,0,0,0,26,24,0,0,24,0,51,0,0,0,0,0,3,0,799,39,0,0,39,3,842,908,15,0,0
LGA35760,320,7,0,0,7,4,329,9,13,4,0,16,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,4,0,16,0,26,0,0,0,0,0,0,0,327,23,4,0,23,4,353,404,4,0,0,4,3,415,8,9,0,0,9,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,3,8,14,0,0,16,0,24,0,0,0,0,0,0,0,418,18,0,0,16,3,439,256,6,0,0,6,3,263,4,3,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,8,0,14,3,0,0,0,0,0,3,263,15,3,0,15,3,280,149,3,0,0,3,0,154,0,4,0,0,4,0,4,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,4,3,0,4,0,11,0,0,0,0,0,0,0,152,6,3,0,7,0,166,167,0,0,0
LGA35780,17,4,0,0,4,0,25,5,198,7,0,209,0,217,0,0,11,0,11,0,11,0,0,0,0,0,0,0,5,198,18,0,220,0,223,0,0,0,0,0,0,0,26,207,18,0,220,0,242,17,4,0,0,4,0,19,7,176,14,0,193,0,196,0,3,9,0,13,0,13,0,3,0,0,3,0,3,7,187,26,0,210,0,213,0,0,0,0,0,0,0,26,188,26,0,212,0,234,7,0,0,0,0,0,5,3,86,8,0,91,0,94,0,0,5,0,8,0,8,0,0,0,0,3,0,3,3,87,14,0,102,0,105,0,0,0,0,0,0,0,7,89,14,0,97,0,107,3,0,0,0,0,0,4,0,35,3,0,38,0,39,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,40,3,0,43,0,48,0,0,0,0,0,0,0,3,39,3,0,48,0,46,3,0,0,0
LGA35790,179,0,0,0,0,0,180,0,8,0,0,8,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,8,0,0,8,0,10,0,0,0,0,0,0,0,182,8,0,0,8,3,190,139,3,0,0,3,0,145,0,11,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,17,0,0,0,0,0,0,0,142,13,0,0,13,0,156,57,0,0,0,0,0,57,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,57,3,0,0,3,0,59,36,0,0,0,0,0,36,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,36,3,0,0,3,0,40,21,0,0,0
LGA35800,48,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,49,46,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,46,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,10,0,0,0
LGA36070,19,8,0,0,8,0,22,3,14,0,0,14,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,20,0,21,0,0,0,0,0,0,0,20,19,0,0,25,0,42,12,0,0,0,0,0,13,4,13,0,0,13,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,0,0,19,0,20,0,0,0,0,0,0,0,16,17,0,0,18,0,34,5,0,0,0,0,0,5,4,10,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,10,0,16,0,0,0,0,0,0,0,14,10,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,3,0,4,0,0,0,0
LGA36150,26,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,52,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,52,12,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0
LGA36250,5362,156,0,0,157,9,5534,216,378,14,3,396,0,612,7,15,3,0,21,0,28,6,0,0,0,0,0,6,229,397,12,3,417,0,648,12,0,0,0,0,10,22,5605,557,19,4,574,16,6202,6253,132,0,0,132,4,6393,221,383,8,0,396,0,618,5,17,10,0,24,0,31,3,0,0,0,0,0,3,227,396,24,0,423,0,654,7,0,0,0,0,5,14,6491,530,22,3,554,12,7066,3709,67,0,0,72,3,3789,125,242,10,3,249,0,377,5,15,0,0,19,0,20,3,0,0,0,0,0,3,134,254,6,3,268,0,403,3,0,0,0,0,0,0,3842,326,12,4,338,6,4194,2417,63,0,0,63,0,2481,77,136,3,0,145,0,219,0,6,6,0,19,0,14,0,0,0,0,0,0,0,75,146,10,0,159,0,241,5,0,0,0,0,3,8,2499,211,10,0,225,3,2724,3303,59,0,0
