SA3_CODE_2016,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_Nthern_Ireland_0_4,F_Nthern_Ireland_5_14,F_Nthern_Ireland_15_24,F_Nthern_Ireland_25_44,F_Nthern_Ireland_45_54,F_Nthern_Ireland_55_64,F_Nthern_Ireland_65_74,F_Nthern_Ireland_75_84,F_Nthern_Ireland_85ov,F_Nthern_Ireland_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_SE_Europe_nfd_0_4,F_SE_Europe_nfd_5_14,F_SE_Europe_nfd_15_24,F_SE_Europe_nfd_25_44,F_SE_Europe_nfd_45_54,F_SE_Europe_nfd_55_64,F_SE_Europe_nfd_65_74,F_SE_Europe_nfd_75_84,F_SE_Europe_nfd_85ov,F_SE_Europe_nfd_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_FYROM_0_4,F_FYROM_5_14,F_FYROM_15_24,F_FYROM_25_44,F_FYROM_45_54,F_FYROM_55_64,F_FYROM_65_74,F_FYROM_75_84,F_FYROM_85ov,F_FYROM_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
21101,0,3,0,35,37,64,39,12,4,198,0,5,8,24,0,9,4,3,3,51,0,3,17,42,12,0,0,0,0,75,0,3,0,17,25,71,134,108,59,418,10,100,134,290,188,160,81,27,13,1001,0,0,3,7,10,30,22,20,4,113,0,13,4,39,12,10,7,0,0,87,0,0,7,18,21,4,0,0,0,51,4,37,76,307,162,149,73,11,8,831,0,6,0,59,35,102,33,14,44,300,0,5,6,31,70,101,104,62,28,416,5,47,82,119,92,78,39,8,6,481,0,24,62,158,101,116,74,26,9,567,0,0,0,17,22,26,26,11,13,113,3,61,122,554,331,284,147,49,21,1563,3,5,8,86,18,34,11,0,0,163,0,16,21,131,46,22,6,0,0,250,0,0,0,4,3,7,8,3,0,24,0,0,3,4,15,17,10,0,0,52,3,23,32,71,33,20,17,3,0,211
21102,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,9,12,12,3,45,0,8,9,29,24,21,7,7,0,104,0,0,0,0,3,4,4,3,0,14,0,0,0,7,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,7,0,0,0,6,3,4,3,0,0,28,0,0,0,3,3,4,3,3,4,22,0,0,3,5,16,14,18,14,3,72,0,7,3,23,8,11,6,3,5,67,0,11,30,32,41,26,10,6,3,158,0,0,0,0,4,0,0,3,4,9,0,0,0,11,11,7,13,5,0,52,0,0,0,18,7,4,3,0,0,33,0,0,4,9,3,3,0,0,0,25,0,0,0,3,3,4,4,0,0,17,0,0,0,5,3,0,0,0,0,12,3,4,12,8,12,6,4,3,0,58
21103,0,6,5,19,13,11,4,3,0,66,5,93,206,421,82,37,22,4,4,876,0,0,5,11,0,0,0,0,0,21,0,0,0,14,10,45,95,73,43,286,3,30,51,229,147,111,52,21,13,652,0,0,0,7,13,11,22,11,7,66,0,0,4,24,4,7,0,0,0,44,0,0,0,14,18,6,7,0,0,41,3,19,14,152,78,54,26,14,5,360,0,0,3,25,13,40,13,17,13,132,0,8,11,48,43,66,86,62,31,351,0,10,13,37,23,20,4,3,0,121,0,16,56,135,87,53,34,22,4,403,0,0,0,4,9,13,6,7,4,41,3,6,8,151,35,52,28,22,11,307,0,3,3,62,16,11,4,0,0,98,7,28,39,119,18,10,5,3,0,236,0,0,0,3,4,7,6,3,0,22,0,0,0,5,4,0,0,0,0,17,5,20,20,66,38,22,12,0,0,181
21104,0,0,4,7,13,12,4,6,0,51,0,10,9,22,5,3,0,4,0,51,0,0,11,34,0,3,0,0,0,54,0,3,0,7,8,12,33,29,5,91,0,42,39,114,49,52,31,13,9,353,0,4,0,3,7,3,0,7,0,30,7,7,15,63,3,7,3,0,0,99,0,0,0,3,10,5,0,0,0,18,3,8,19,91,45,31,12,5,3,230,0,0,0,20,8,21,28,9,6,95,0,0,3,13,15,37,39,28,14,144,7,30,18,64,27,34,16,3,0,204,4,10,29,64,36,25,16,12,3,188,0,0,0,8,3,12,3,6,0,30,0,9,22,129,50,49,37,27,9,341,4,4,8,90,13,13,9,0,0,140,0,4,16,79,18,14,4,0,0,132,0,0,0,3,0,3,0,3,0,11,0,0,3,3,4,6,4,0,0,22,3,11,15,27,14,9,7,0,0,97
21105,0,0,0,18,10,14,11,7,0,55,0,35,96,163,35,17,9,0,0,357,0,0,0,13,5,0,0,0,0,25,0,8,7,52,54,152,262,149,99,790,7,50,76,288,224,188,74,29,7,943,0,3,3,10,31,29,37,11,3,121,0,3,0,4,4,4,0,0,0,19,0,0,0,18,24,8,0,0,0,45,0,12,26,118,82,56,26,12,0,328,0,0,5,39,19,43,33,22,5,153,0,8,9,56,69,89,110,72,17,434,0,0,8,19,16,8,5,0,0,66,0,27,43,126,81,66,34,18,7,401,0,0,0,0,5,10,6,11,0,28,0,9,5,47,30,43,19,5,3,158,0,0,3,25,7,3,0,0,0,38,3,11,9,88,30,3,3,0,0,148,0,0,0,0,7,3,7,3,0,26,0,0,0,4,5,0,3,0,0,10,0,18,22,68,45,49,41,7,0,244
21201,3,11,20,76,39,29,22,5,0,208,0,0,3,11,0,0,4,0,0,22,0,3,6,10,3,0,0,0,0,22,0,4,7,17,24,74,106,63,18,307,19,75,91,293,148,92,52,16,10,782,0,0,0,6,11,10,9,9,0,49,3,5,4,38,3,3,0,0,0,66,0,0,0,9,18,0,0,0,0,25,3,32,47,159,74,27,19,0,4,365,0,0,0,20,12,21,8,0,4,63,0,9,9,54,41,78,65,32,13,294,0,5,8,31,15,4,6,0,0,63,0,15,36,84,53,21,15,12,3,234,0,0,0,9,11,11,17,4,3,56,5,30,20,235,49,36,33,3,3,420,0,0,6,33,0,0,0,0,0,39,0,3,4,59,17,6,3,0,0,90,0,0,0,4,3,0,0,0,0,12,0,0,0,3,5,0,6,0,0,14,0,12,13,34,13,10,7,3,0,97
21202,0,13,26,134,115,130,85,49,26,578,0,3,3,23,4,5,3,0,4,45,0,0,0,16,3,0,0,0,0,32,0,0,5,20,12,63,127,86,45,350,24,201,212,398,213,124,43,20,3,1233,0,0,0,12,19,19,28,14,0,90,21,82,85,250,46,23,15,3,0,513,0,0,0,5,3,0,0,0,0,12,9,44,60,333,170,161,56,13,7,863,0,3,10,81,84,135,53,37,29,433,3,11,10,39,71,116,79,73,35,425,3,22,44,47,38,33,12,0,0,205,0,20,65,157,133,85,55,26,12,550,0,0,3,40,54,95,56,35,18,291,22,177,168,1001,464,320,191,69,30,2434,0,6,0,47,3,7,3,0,0,77,4,7,4,98,26,12,4,0,0,155,0,0,0,30,36,36,28,5,5,141,0,0,0,40,61,42,31,11,4,188,8,17,31,29,24,18,9,3,0,133
21203,0,35,73,350,189,202,94,40,15,1001,0,0,0,16,12,6,4,0,3,40,3,8,19,75,11,4,0,0,0,120,0,3,4,7,27,55,110,54,25,282,70,371,445,827,305,169,55,19,11,2274,0,0,0,16,15,13,18,5,0,76,18,133,115,292,36,25,8,3,0,621,0,0,0,10,6,3,0,0,0,21,22,155,245,739,407,220,62,23,6,1880,0,4,12,85,31,54,46,3,3,243,0,9,16,55,74,95,71,53,11,378,5,29,31,61,47,24,7,6,0,205,3,32,64,162,113,42,45,19,7,491,0,0,0,22,56,43,39,15,11,182,25,251,209,1572,473,293,154,63,16,3051,4,0,0,38,3,11,0,0,0,58,3,10,16,167,35,24,3,0,0,260,0,3,4,54,17,24,7,0,0,116,3,0,13,59,66,18,14,9,0,188,4,34,20,44,23,9,12,0,0,142
21204,0,17,34,174,112,175,166,108,63,850,9,32,120,301,88,56,15,15,6,637,0,8,11,74,4,3,0,0,0,97,0,7,4,9,3,26,60,73,48,235,35,191,283,430,131,115,42,18,7,1244,0,0,0,6,6,13,18,24,6,73,40,150,142,432,31,28,17,0,0,835,0,0,4,3,8,4,0,0,0,24,19,64,169,579,314,241,106,31,15,1542,0,0,9,64,58,121,101,64,50,469,0,4,5,17,28,41,82,64,25,269,4,9,16,67,27,34,19,3,4,171,0,12,23,66,47,49,63,27,0,294,0,0,0,52,68,97,86,75,23,407,31,163,251,1325,429,426,376,183,108,3292,0,3,22,105,14,12,3,0,0,157,14,140,109,396,87,46,11,0,0,807,0,0,16,144,103,102,77,36,13,500,0,10,10,95,138,75,68,18,3,417,4,27,16,30,16,5,12,0,3,114
21205,3,3,29,98,56,50,45,28,19,321,0,0,9,25,5,11,5,3,0,58,3,3,25,66,0,4,0,0,0,99,0,10,3,13,16,14,50,29,26,160,16,119,190,251,155,129,80,30,24,993,0,5,7,6,6,7,16,12,7,64,8,48,23,132,18,13,6,0,0,243,0,3,3,15,7,4,3,0,0,42,3,29,74,290,135,105,39,12,0,687,0,4,6,64,46,104,77,53,34,383,0,9,9,22,35,34,72,47,37,263,10,111,297,238,111,98,67,14,0,932,3,28,73,139,96,68,42,13,9,471,0,0,0,8,17,23,30,26,9,119,37,213,337,1140,577,398,252,138,53,3151,5,12,49,236,55,58,18,4,3,451,4,12,53,170,58,24,10,3,0,344,0,0,0,9,4,12,7,12,3,55,0,0,6,28,39,35,37,23,14,181,15,36,57,71,30,20,12,7,0,242
21301,0,0,4,45,16,19,14,6,3,107,4,83,131,386,41,23,9,3,0,680,0,5,61,177,11,4,0,0,0,254,0,0,0,4,5,17,30,14,7,84,59,364,349,557,159,95,29,7,3,1620,0,0,4,3,3,16,10,16,3,53,23,44,38,255,25,21,10,3,0,418,0,11,13,24,3,0,0,0,0,48,23,156,285,1170,602,547,240,75,34,3135,0,0,11,78,61,153,112,84,99,599,0,0,0,10,17,32,53,28,6,146,7,14,14,49,16,6,11,0,0,122,0,0,13,27,10,18,6,0,0,78,0,0,0,33,47,85,86,75,22,353,0,61,67,307,144,90,35,31,5,749,0,0,9,50,10,11,4,0,0,77,0,26,42,199,56,19,7,3,0,355,6,11,22,199,264,461,391,142,31,1528,0,3,10,95,80,59,41,13,6,304,4,27,18,37,10,4,0,0,0,106
21302,0,0,9,21,8,10,5,3,0,57,0,0,0,30,8,0,3,0,0,40,0,0,4,18,0,3,0,0,0,32,0,0,0,16,9,9,20,12,7,82,17,63,76,427,166,107,34,7,9,917,0,0,0,18,11,9,12,4,0,55,0,0,10,34,4,0,0,0,0,44,0,0,0,9,3,4,0,0,0,19,3,14,45,230,94,98,67,10,4,564,0,0,0,39,16,32,33,30,35,187,3,5,3,46,34,65,56,37,19,273,5,8,12,36,11,9,0,0,0,81,3,0,9,83,29,9,6,7,7,150,0,0,0,11,30,47,29,38,12,160,0,3,7,39,15,11,4,5,3,96,0,3,0,12,6,0,0,0,0,21,5,11,7,85,29,9,3,0,0,158,0,0,0,40,54,90,93,40,9,327,0,0,0,8,7,4,0,0,3,22,0,13,16,80,27,27,11,0,0,178
21303,0,3,4,29,6,7,0,0,0,52,0,27,27,94,13,6,0,0,0,157,0,0,51,176,0,4,5,3,0,235,0,0,3,13,14,14,3,8,3,47,6,30,83,461,96,74,31,6,0,782,0,0,0,7,3,8,4,5,3,27,4,9,7,50,3,0,0,0,0,75,3,0,3,14,8,7,0,0,0,37,7,23,53,308,91,83,66,22,6,654,0,0,3,32,7,18,19,23,18,123,0,0,3,38,27,21,13,11,0,114,3,3,17,84,15,8,9,0,0,137,0,0,3,70,11,0,3,0,0,85,0,0,0,12,23,24,17,22,7,92,4,3,20,85,17,3,8,7,8,153,3,0,4,84,4,3,0,0,0,102,7,7,27,120,20,11,4,0,0,185,0,3,0,25,60,57,63,46,9,263,0,3,0,26,23,13,4,3,0,75,0,12,20,98,17,6,4,0,0,158
21304,0,3,5,36,17,13,6,0,0,86,0,4,19,37,10,4,0,3,0,84,0,6,7,22,4,0,0,0,0,39,0,3,0,19,13,34,48,24,14,148,32,325,276,508,208,127,62,15,0,1556,0,0,0,7,8,11,15,11,4,62,11,39,36,175,38,16,5,5,0,325,0,5,3,9,5,4,0,0,0,26,15,128,275,938,474,280,90,28,4,2220,0,5,3,70,41,53,24,8,10,226,0,7,10,30,50,86,84,32,10,308,9,17,23,41,30,12,8,3,0,145,4,16,28,78,55,24,18,4,0,236,0,0,0,21,45,49,33,17,7,168,3,49,35,298,109,52,38,14,3,598,4,0,0,27,15,6,4,0,0,56,3,16,19,133,32,12,9,0,0,223,0,4,18,170,152,132,72,22,3,576,0,0,3,41,39,17,13,4,0,116,5,24,17,54,10,17,7,0,0,128
21305,0,9,22,170,35,26,17,0,3,289,0,48,155,547,173,102,43,29,9,1115,0,16,33,166,8,5,3,0,0,241,0,4,0,17,12,43,46,19,8,151,138,707,676,1541,482,286,85,28,7,3955,0,0,4,22,15,26,23,0,3,104,36,112,77,611,50,29,15,0,0,927,0,0,0,27,5,0,0,3,0,47,20,231,376,1396,698,384,136,34,18,3293,0,3,11,102,52,71,43,22,11,318,0,17,15,81,98,129,109,67,16,533,15,117,83,202,85,39,13,7,0,560,11,69,84,241,105,51,31,13,0,596,0,0,3,29,53,61,35,15,4,205,14,74,62,543,136,79,41,20,6,974,3,10,15,91,16,14,3,0,0,149,26,239,228,325,55,31,11,0,0,913,0,0,10,90,84,82,37,14,3,334,0,0,3,28,18,8,9,4,0,72,21,76,39,92,26,26,13,0,3,292
21401,0,7,10,69,23,38,20,10,3,177,0,0,0,9,3,5,0,0,0,23,0,0,0,7,0,0,0,0,0,10,0,5,4,14,28,73,87,102,67,370,15,101,182,551,315,263,117,31,9,1596,0,3,3,27,19,16,34,15,7,125,3,4,11,17,7,6,3,0,0,49,0,0,0,22,14,11,0,0,0,53,12,34,59,291,169,110,46,6,5,724,0,3,0,49,19,51,24,18,5,174,0,18,16,84,104,160,130,115,45,674,0,4,7,30,15,13,0,3,0,75,0,27,52,149,107,58,31,16,9,453,0,0,0,5,12,18,16,11,0,66,3,14,10,95,60,48,41,21,11,304,0,0,3,22,6,7,3,0,0,45,6,14,12,137,25,10,4,0,0,199,0,0,0,4,6,4,0,4,0,25,0,3,0,9,16,6,3,3,0,41,0,17,30,65,42,26,20,3,0,201
21402,0,0,0,12,22,25,13,3,0,72,0,0,0,3,3,3,3,3,0,14,0,0,0,3,0,0,0,0,0,7,0,3,5,24,38,77,171,97,36,455,3,52,52,280,223,220,169,63,26,1089,0,4,5,20,25,37,34,27,9,160,0,0,0,0,0,3,0,0,0,7,0,0,0,21,14,11,3,0,0,48,3,23,14,123,54,52,31,4,0,310,0,0,0,30,7,33,22,9,11,110,4,20,25,84,139,133,197,126,44,784,3,10,0,17,4,18,6,3,0,68,4,18,28,102,61,64,69,15,7,372,0,0,0,3,3,12,15,6,0,41,0,0,0,5,15,22,26,5,0,83,0,0,0,7,0,3,0,0,0,19,3,20,13,80,27,12,4,0,0,163,0,0,0,8,3,5,3,0,0,20,0,0,0,6,7,8,11,3,0,31,5,21,20,69,51,42,40,10,6,260
21501,0,0,0,0,0,5,0,0,0,9,0,0,10,30,7,9,0,0,0,54,0,0,3,11,0,0,0,0,0,9,0,0,0,8,0,16,32,19,3,83,0,16,18,64,45,43,14,9,3,210,0,0,0,3,0,3,7,0,0,15,0,7,0,5,3,0,0,0,0,18,0,3,0,5,9,4,4,0,0,27,4,19,14,85,31,30,10,3,0,195,0,0,0,0,0,3,5,4,0,14,0,0,0,3,9,10,27,11,3,75,0,3,0,5,0,3,0,0,0,15,0,4,12,14,9,4,0,0,0,45,0,0,0,0,0,0,3,0,0,6,0,0,3,11,0,3,0,0,0,17,0,0,14,38,0,0,0,0,0,50,0,11,11,22,3,3,0,0,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,10,0,0,0,10,12,3,9,0,0,39
21502,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,13,0,0,3,3,0,12,18,6,3,42,4,15,26,82,56,31,14,12,0,252,0,0,0,0,0,0,3,0,0,3,0,14,5,7,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,3,7,12,61,29,33,12,3,0,158,0,0,0,0,0,0,0,0,0,4,0,0,0,0,15,7,5,11,7,58,0,0,0,0,0,0,0,0,0,3,0,5,11,13,13,3,3,0,0,51,0,0,0,0,3,0,9,9,6,25,0,3,0,11,7,0,0,0,0,32,0,0,19,52,0,0,0,0,0,70,4,3,0,20,8,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,8,44,43,27,14,9,0,142,0,0,0,8,3,5,4,3,0,28
21503,0,3,0,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,10,19,3,3,39,3,10,14,42,22,18,18,3,0,132,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,12,9,55,29,18,4,3,0,136,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,9,7,6,3,32,0,0,0,0,0,0,0,0,0,5,0,3,10,17,3,3,3,0,3,40,0,0,0,0,0,0,3,0,0,3,0,0,0,10,0,3,0,0,0,16,0,0,4,29,3,0,0,0,0,33,0,0,3,23,9,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,7,0,0,0,22
21601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,7,6,6,29,5,3,58,4,3,17,55,44,42,19,13,3,200,0,0,0,0,3,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,17,5,54,30,19,10,4,0,143,0,0,0,0,0,0,0,0,0,5,0,0,0,3,8,14,21,8,3,49,0,0,0,0,3,0,0,0,0,3,0,0,0,3,4,3,5,4,0,14,0,0,0,0,0,0,4,0,0,5,0,4,0,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7,0,3,3,11,7,0,7,0,3,33
21602,0,0,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,5,5,6,5,26,10,3,57,0,7,33,42,41,31,17,11,4,193,0,0,0,0,3,3,0,0,0,9,3,0,0,6,0,0,0,0,0,14,0,0,0,0,5,0,0,0,0,3,0,3,7,44,9,15,13,0,0,96,0,0,0,0,0,3,0,0,0,4,0,0,0,7,8,15,24,7,4,64,0,0,0,0,0,6,0,0,0,5,0,0,4,0,3,0,3,0,0,15,0,0,0,0,0,0,8,0,0,8,0,0,0,4,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,6,0,0,0,11,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,3,0,0,26
21603,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,3,3,0,0,0,0,12,0,0,0,10,4,28,38,10,8,101,6,43,36,109,67,47,28,8,3,347,0,0,0,0,0,4,3,7,0,19,0,22,22,33,0,0,0,0,0,91,0,0,0,4,3,0,0,0,0,8,3,17,20,105,51,51,26,7,0,269,0,0,0,3,0,3,0,0,3,16,0,0,0,0,6,15,23,7,3,57,0,0,3,7,3,0,0,0,0,16,0,8,6,20,9,7,3,0,0,53,0,0,0,0,0,3,5,3,0,11,6,8,3,30,16,3,3,0,0,68,0,0,30,131,3,3,3,0,0,164,0,0,8,29,18,8,3,0,0,63,0,0,0,3,7,8,5,10,0,35,0,0,7,39,35,20,17,3,0,120,3,11,5,15,8,8,0,0,0,49
21701,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,20,26,13,13,84,3,13,18,64,64,37,19,7,3,230,0,0,0,0,0,3,0,3,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,3,0,0,0,7,3,8,11,41,18,18,4,5,0,109,0,0,0,0,0,0,0,0,0,6,0,0,0,6,9,14,17,17,5,63,0,0,0,4,0,0,0,0,0,4,0,3,6,18,8,9,4,0,0,49,0,0,0,0,0,4,4,0,0,7,0,0,0,4,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,9,8,3,0,36
21703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,6,18,34,14,5,85,0,21,28,69,53,39,19,6,3,238,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,6,0,3,6,38,12,7,3,0,0,73,0,0,0,3,0,0,0,0,0,6,0,3,0,3,7,6,23,11,6,65,0,0,0,3,3,7,0,0,0,10,0,0,3,3,3,3,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,11,0,0,3,11,0,0,0,0,0,10,0,0,0,4,3,3,0,0,0,11,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,4,4,3,0,22
21704,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,3,7,8,10,27,18,5,73,5,17,34,113,66,46,26,4,0,324,0,0,0,4,0,3,6,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,7,14,52,24,18,3,0,0,127,0,0,0,3,0,3,0,0,0,9,0,0,3,17,15,22,17,9,5,88,0,0,3,3,0,0,0,0,0,9,3,0,10,25,14,3,5,0,0,54,0,0,0,0,5,0,0,0,0,5,0,4,0,26,9,3,4,3,0,47,0,0,13,61,0,0,0,0,0,75,0,0,7,14,13,3,0,0,0,40,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,4,18,8,7,4,0,0,33
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,6,0,0,0,3,0,4,5,0,0,12,3,5,9,46,13,14,4,0,0,99,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,3,17,0,3,3,0,0,24,0,0,0,6,0,0,0,0,0,4,0,0,3,3,0,3,0,0,0,15,0,0,8,0,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,6,0,0,12,23,4,0,0,0,0,40,0,0,3,9,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,0,0,0,0,19
