SA3_CODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
20602,0,0,0,3,9,0,9,7,5,24,0,0,9,53,8,11,10,0,0,90,0,0,0,12,0,0,0,0,0,12,7,6,7,15,3,0,0,0,0,40,0,0,3,12,7,23,12,12,6,80,0,0,0,6,5,3,3,3,0,19,5,18,6,61,21,23,3,3,3,145,0,0,12,57,40,42,16,8,0,186,0,0,0,9,5,0,0,0,0,22,0,0,3,4,0,0,0,0,0,12,4,12,46,279,88,66,66,33,26,624,83,128,157,677,214,163,108,100,38,1678,1523,2764,2696,9043,3467,2282,1371,1042,393,24589,0,0,0,3,0,0,0,0,0,3,1350,2430,2409,6958,2799,1583,589,270,223,18608,0,0,0,8,0,0,0,0,0,10,0,0,0,5,0,4,3,0,0,11,0,0,0,8,4,4,4,0,0,13,0,3,8,56,20,6,0,0,0,103,0,0,0,6,7,3,3,3,0,23
20603,0,0,0,3,3,10,9,0,0,25,0,11,9,71,22,10,14,3,0,142,0,0,3,32,3,0,0,0,0,40,0,3,6,33,0,0,4,0,0,48,0,0,0,7,6,7,3,0,0,27,0,0,0,31,22,6,4,0,0,71,4,18,9,55,16,16,11,0,0,122,0,30,41,154,99,104,36,24,12,494,0,0,0,6,3,0,3,0,0,17,0,0,0,7,4,0,0,0,0,19,31,71,163,624,203,134,101,43,32,1404,148,217,236,870,303,244,163,107,52,2336,1952,3632,4300,10682,4376,3463,2079,1048,525,32066,0,0,0,3,0,0,0,0,0,6,1598,3008,3347,6633,3195,2424,1097,600,495,22412,0,0,3,24,3,0,0,0,0,31,0,0,3,13,5,11,8,8,0,38,0,0,0,8,3,4,3,0,0,22,9,10,5,51,14,0,5,0,0,94,0,0,7,34,11,11,15,3,3,74
20604,0,0,0,14,6,9,3,3,0,40,0,5,92,203,17,16,5,3,0,349,4,0,190,444,11,7,3,3,0,663,3,6,210,403,12,0,0,0,0,638,0,5,0,29,11,4,3,0,0,59,0,0,12,85,14,14,6,5,0,140,7,37,102,274,62,32,21,7,0,542,3,23,195,301,91,88,35,20,5,762,0,0,12,20,8,4,5,6,0,46,0,0,8,32,8,3,0,0,0,50,61,78,876,2176,246,144,111,84,9,3791,257,258,1810,3646,666,548,419,166,111,7888,2174,2219,18074,30793,4840,3829,2657,1091,459,66144,0,3,3,11,3,0,0,0,0,17,1559,1403,4454,8310,2081,1853,1248,526,292,21720,0,0,24,32,0,5,0,0,0,67,0,0,0,25,5,11,3,0,0,48,0,0,27,21,3,0,3,0,0,64,8,3,64,178,15,16,0,0,3,287,0,0,9,100,9,6,4,3,3,131
20605,0,0,0,14,6,13,5,5,3,44,0,0,4,94,14,5,11,6,0,132,3,0,10,56,6,4,0,0,0,83,6,3,14,57,10,0,0,0,0,93,0,0,0,21,6,9,0,5,0,40,0,0,0,46,25,11,9,0,0,90,27,52,63,205,82,53,38,0,0,523,0,7,26,72,19,11,6,3,0,137,0,0,3,56,10,6,3,0,0,87,0,0,3,32,11,3,0,0,0,47,25,76,139,1233,285,217,210,167,111,2455,211,263,428,2378,758,598,418,179,64,5288,2468,3529,4386,21565,6715,5097,3472,1505,565,49309,0,0,0,6,3,0,0,0,0,13,2021,2710,3148,11857,4245,3091,1870,690,325,29954,0,0,4,15,0,0,0,0,0,17,0,0,0,28,15,11,3,0,0,61,0,0,0,11,0,0,0,0,0,16,0,5,26,174,34,17,5,0,0,271,0,0,6,53,15,4,13,0,0,99
20606,0,0,0,13,0,4,4,4,0,28,0,4,9,79,10,17,17,11,5,147,3,0,7,55,0,0,0,0,0,68,3,3,11,58,6,4,3,0,0,92,0,0,0,8,0,0,0,0,0,13,0,0,0,26,9,3,6,3,0,46,12,10,25,125,32,22,15,7,0,250,0,0,16,64,16,18,6,7,0,139,0,0,0,21,6,5,8,0,0,45,0,0,5,25,3,7,0,0,0,39,15,31,76,639,152,121,150,106,71,1354,97,126,316,1331,308,249,213,156,62,2849,1151,1688,3547,13238,3256,2574,2242,1337,529,29556,0,0,0,3,0,4,0,0,0,6,948,1425,2768,7280,2000,1790,1425,765,367,18774,0,0,0,3,0,0,0,0,0,4,0,0,0,13,3,3,0,0,0,29,0,0,0,11,4,9,0,3,0,25,0,6,16,99,16,4,6,0,0,144,0,0,3,22,3,9,5,4,0,40
20607,0,0,0,7,3,8,0,6,0,36,0,0,11,69,15,7,3,4,0,112,0,0,0,52,10,3,0,0,0,66,3,9,13,67,9,5,0,0,0,96,0,0,0,8,8,15,6,0,0,38,0,0,3,27,18,14,6,0,0,76,11,23,34,240,47,19,22,9,3,402,7,29,95,287,231,213,96,51,21,1028,0,0,0,21,9,5,3,3,0,46,0,0,0,22,0,3,0,0,0,28,21,81,208,912,238,135,102,76,22,1799,189,230,453,1922,536,412,247,134,52,4176,2046,2859,4473,20066,5093,3710,2537,1182,445,42415,0,0,8,8,3,0,3,0,0,25,1715,2394,3555,12239,2912,2306,1422,469,224,27242,0,0,4,5,0,0,0,0,0,14,0,0,0,16,0,10,5,4,0,39,0,0,0,10,3,15,3,0,0,38,0,5,19,165,11,11,5,0,0,219,0,0,3,52,9,3,4,0,0,72
20701,0,0,0,12,10,8,9,12,3,48,3,13,89,252,96,84,45,34,3,611,9,12,32,192,33,37,29,9,0,344,3,15,32,72,9,4,0,0,0,139,0,0,3,12,9,17,17,8,5,68,0,5,11,29,22,16,10,3,0,90,21,112,82,134,77,45,31,11,0,519,7,16,168,323,181,136,40,12,9,892,0,0,0,19,19,11,9,5,3,68,0,3,7,18,16,8,4,0,0,60,36,106,247,672,243,176,169,132,97,1883,151,337,511,1128,595,449,347,264,126,3907,4004,10757,12787,20680,11276,9034,6483,3508,1627,80145,0,0,3,4,3,0,0,0,0,16,3305,8417,8889,11957,7730,6074,4333,2507,2102,55319,0,7,10,43,8,0,0,0,0,62,0,0,0,6,12,4,0,3,0,22,0,0,4,20,15,4,0,3,0,48,13,15,20,95,41,23,18,4,3,228,0,0,0,18,10,9,8,0,5,50
20702,0,0,0,5,6,7,8,10,4,43,0,16,15,74,47,51,45,17,13,283,3,19,36,138,27,36,37,5,0,294,3,5,15,14,0,0,7,3,0,48,0,0,0,8,18,24,26,17,0,102,0,3,0,10,24,22,9,7,3,76,8,23,29,27,17,10,13,0,0,134,0,0,27,110,106,116,39,10,3,414,0,0,0,3,5,4,4,3,0,25,0,0,0,6,8,7,6,0,0,28,13,47,72,281,180,196,165,145,77,1181,63,141,187,425,249,242,213,220,111,1849,2278,4974,5743,10626,5812,5076,4364,3463,1178,43519,0,0,0,7,5,0,0,0,0,17,1926,3633,3494,4611,3006,2136,2173,1635,866,23485,0,0,0,9,3,3,0,0,0,26,0,0,0,4,8,3,0,0,0,22,0,0,0,13,13,13,5,0,0,40,0,7,3,23,10,3,3,4,3,49,0,0,0,5,6,4,3,0,3,29
20703,0,0,3,5,5,10,5,10,0,47,12,29,170,337,76,65,55,26,13,777,5,9,38,182,12,17,15,4,3,286,6,9,22,44,11,5,4,0,0,102,0,0,0,0,5,8,7,3,0,27,0,0,0,10,10,0,0,3,0,28,7,21,23,49,32,12,14,4,0,160,6,11,90,198,130,145,50,16,5,646,0,0,0,3,8,10,6,4,3,38,0,0,8,27,12,9,0,0,0,55,14,59,130,338,135,140,117,102,52,1083,93,169,317,541,291,242,200,205,106,2170,2697,5727,8463,13617,6289,5078,3499,2543,1211,49118,0,0,4,11,3,0,0,0,0,22,2287,4462,4498,5770,3901,2955,2248,1817,1209,29136,0,3,0,30,3,3,0,0,0,43,0,0,0,11,4,0,3,0,0,20,0,0,9,29,11,22,14,8,0,97,0,3,9,34,11,17,3,0,5,84,0,0,0,15,6,11,3,3,0,40
20801,0,0,0,8,18,15,7,3,0,56,0,3,0,34,23,17,20,13,3,116,0,3,0,18,3,0,0,0,0,29,3,14,13,7,4,0,0,0,0,43,0,0,0,3,3,8,4,0,0,16,0,0,4,11,16,7,11,3,0,64,9,110,58,77,79,48,29,6,3,420,0,0,7,34,10,9,4,0,0,64,0,3,3,21,16,13,12,3,3,75,0,0,0,14,13,10,7,0,0,43,19,84,94,406,306,251,244,145,66,1615,97,249,237,568,428,360,282,192,110,2526,2546,6757,5753,9447,7489,6058,4573,2377,1228,46229,0,0,0,0,0,0,0,0,0,3,2198,5430,4228,6825,5318,4319,3231,1753,1609,34914,0,0,0,4,3,0,0,0,0,5,0,0,0,12,4,4,3,0,3,31,0,0,0,11,5,0,0,0,0,21,8,21,20,75,50,19,11,3,0,202,0,0,0,17,16,4,6,0,0,56
20802,0,0,3,11,9,17,15,16,5,78,0,3,32,210,75,78,67,29,13,505,0,5,11,68,6,3,0,0,0,90,5,7,25,76,12,7,0,0,0,132,0,0,3,3,8,5,4,0,0,26,0,4,0,18,15,8,11,6,0,60,18,78,51,159,79,59,29,5,8,495,3,15,73,152,53,41,16,3,0,357,0,0,0,21,8,3,7,3,3,45,0,0,3,23,15,18,10,4,0,74,51,251,278,1555,774,764,770,426,201,5062,181,319,400,1180,509,392,310,217,141,3658,4547,9306,9368,21780,9529,7656,5155,2813,1603,71759,0,0,3,3,3,0,0,0,0,7,4014,7216,5884,11100,6189,4574,2376,1553,1260,44173,4,0,6,52,4,3,0,0,0,65,0,0,0,19,12,11,11,4,0,47,0,0,4,27,4,6,3,0,0,43,7,11,20,79,32,11,9,3,0,179,0,0,0,32,21,4,12,9,0,75
20803,0,0,0,9,15,22,18,12,0,76,0,6,8,110,76,75,58,35,8,374,0,3,0,15,7,0,0,0,0,19,5,14,10,30,7,4,0,0,0,69,0,0,0,3,4,5,7,3,0,18,4,6,10,43,57,35,36,18,4,213,5,23,21,70,38,34,18,3,3,211,5,4,7,59,57,38,16,5,0,201,0,3,3,18,14,13,14,4,5,71,0,0,0,24,17,3,3,0,0,50,23,110,118,709,367,262,216,157,44,2006,144,255,294,903,448,426,338,253,172,3224,3646,7221,6470,15617,8304,6507,4541,2758,1235,56283,0,0,4,9,0,0,0,0,0,15,3272,5917,4784,10825,5522,4180,2984,1898,1316,40704,0,0,3,12,4,6,0,0,0,30,0,0,3,25,23,10,7,7,0,72,0,3,8,51,25,25,10,3,3,123,3,14,5,71,25,19,4,3,5,145,0,3,4,24,15,16,8,3,0,78
20804,0,0,0,3,3,3,0,0,0,11,0,3,25,89,21,13,12,7,0,168,0,0,4,16,0,0,0,0,0,26,0,0,12,21,3,4,0,0,0,41,0,0,0,4,3,0,0,0,0,5,0,0,3,5,3,4,0,0,0,19,3,21,19,32,16,10,10,0,4,123,0,0,10,38,23,21,9,0,3,102,0,0,0,0,3,0,0,0,0,8,0,0,3,6,0,0,3,0,0,15,7,19,27,211,55,45,50,34,21,477,32,74,107,300,153,113,90,73,35,985,1093,2533,2940,5703,2649,2047,1543,903,411,19816,0,0,0,3,0,0,0,0,0,7,877,2127,2045,3392,2071,1519,1071,643,439,14172,0,0,3,3,0,0,0,0,0,14,0,0,0,6,3,0,3,3,0,15,0,0,0,3,3,0,0,0,0,8,0,3,6,23,10,7,0,0,0,48,0,0,0,4,5,0,0,0,0,15
20901,0,0,0,6,10,22,30,15,3,85,3,16,38,130,55,65,51,15,7,378,5,4,10,45,3,9,3,0,0,75,3,10,19,28,10,3,3,0,0,79,0,3,3,26,38,48,51,23,0,188,0,0,0,10,15,12,3,0,0,44,5,42,17,71,38,25,18,13,0,238,5,18,48,120,51,40,12,5,4,307,0,0,3,10,5,5,9,3,0,40,0,0,5,24,4,4,3,0,0,41,24,96,130,621,246,181,152,120,60,1630,163,243,289,790,414,356,321,230,133,2949,3950,7354,7347,16459,7782,6847,5455,2839,1188,59222,0,0,0,7,0,0,0,0,0,5,3521,6113,5532,11332,5907,5196,3735,2005,1189,44526,0,0,3,15,0,0,0,0,0,23,0,0,0,16,18,12,9,4,3,66,0,0,0,12,0,0,0,0,0,14,0,3,12,53,21,16,0,0,0,104,0,3,0,15,11,3,11,0,0,37
20902,0,0,0,7,7,9,9,10,0,36,3,15,40,195,42,42,28,4,0,369,0,0,10,65,0,3,0,0,0,81,0,3,18,38,4,3,0,0,0,78,0,3,3,64,70,96,125,81,14,457,0,0,7,29,33,14,13,7,3,104,3,12,11,52,25,3,6,0,0,113,15,32,192,369,208,168,54,24,3,1067,0,0,0,13,8,5,3,0,0,34,0,0,3,17,7,3,0,0,0,26,82,171,216,904,226,183,117,81,31,2007,202,257,448,1272,466,364,267,255,126,3654,2963,4723,6263,16097,5727,4294,2922,2336,996,46313,0,4,9,10,5,4,0,0,0,38,2459,3604,4109,8120,3580,2034,1048,811,742,26503,7,13,24,89,0,3,0,0,0,130,0,0,4,23,15,9,12,14,0,75,0,0,3,19,7,3,5,0,0,40,4,3,6,48,14,6,3,0,0,84,0,3,3,18,10,11,5,3,4,63
20903,0,0,0,3,11,4,4,3,0,23,0,3,5,19,22,14,12,0,0,76,0,0,0,3,0,0,0,0,0,7,0,0,7,3,0,0,0,0,0,14,0,0,0,4,6,26,22,9,0,70,0,0,0,3,8,4,0,0,0,15,3,24,10,26,25,23,10,0,0,121,0,0,4,18,9,4,0,0,0,34,0,0,4,5,10,6,3,0,0,29,0,0,5,10,6,8,4,0,0,28,6,27,21,96,85,69,90,40,6,428,55,162,184,333,299,258,173,65,32,1553,1761,4777,4693,7057,5173,4661,2869,983,258,32237,0,0,0,0,0,0,0,0,0,0,1621,4147,3881,5976,4273,3567,1881,644,278,26267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,12,0,4,3,26,7,13,3,3,0,61,0,0,0,7,4,3,0,0,3,18
20904,0,0,3,25,24,41,35,33,3,170,20,105,145,810,271,186,98,25,3,1664,0,0,3,45,6,3,0,4,0,65,4,16,26,64,6,4,0,0,0,125,0,29,91,449,516,677,636,269,59,2723,3,4,9,124,129,81,40,13,0,406,6,33,17,63,18,9,8,0,0,156,9,35,88,527,348,314,92,29,13,1460,0,0,3,16,11,16,6,0,0,48,0,9,31,86,35,7,3,0,0,173,57,260,351,1291,606,475,323,167,47,3576,457,692,701,2052,848,744,616,374,98,6579,8987,14746,13824,33452,12994,10108,7046,3564,980,105705,0,6,14,62,18,9,3,0,0,116,7743,11290,9922,18900,7500,4923,2716,1158,536,64683,3,4,3,100,19,3,0,0,0,133,0,0,6,66,45,44,18,17,0,193,0,3,8,66,37,31,6,4,0,155,3,3,10,32,14,9,3,0,0,75,0,3,0,24,17,14,19,3,3,88
21001,0,0,0,3,14,12,20,5,3,61,0,10,10,47,31,24,19,6,7,155,4,0,0,13,0,3,0,0,0,19,0,3,7,10,0,0,0,0,0,20,0,0,0,18,27,30,38,20,0,130,0,0,0,22,30,23,6,0,0,78,3,9,11,18,14,5,3,4,0,68,7,8,15,128,138,130,48,16,17,518,0,0,0,0,0,3,6,0,0,19,0,0,0,6,0,0,0,0,0,11,4,29,38,204,115,112,112,81,41,742,50,111,133,408,206,162,246,188,66,1579,1647,3550,3483,7311,3958,3069,2824,1977,706,28526,0,0,3,3,0,0,0,0,0,5,1490,2961,2662,5421,2782,1999,1393,810,423,19946,0,0,0,6,0,3,0,0,0,11,0,0,0,18,7,13,15,9,0,52,0,0,0,0,4,6,3,0,0,16,0,4,3,24,11,4,0,0,0,44,0,0,4,18,19,14,28,3,0,88
21002,0,0,0,0,0,0,0,3,0,10,0,0,0,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,10,0,0,0,0,3,0,0,0,0,3,0,5,3,9,12,12,5,5,0,43,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,10,4,3,0,26,0,0,0,0,0,0,0,0,0,8,0,3,4,32,27,19,21,18,6,134,51,94,88,209,183,169,126,56,22,993,965,2295,1758,3148,2264,1985,1532,585,166,14703,0,0,0,0,0,0,0,0,0,0,898,1944,1472,2941,1817,1475,1027,333,142,12058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,3,0,0,24,0,0,0,3,0,3,0,0,0,7
21003,0,0,0,9,9,12,6,9,9,41,8,31,32,163,72,55,13,4,0,373,0,0,9,22,0,0,0,0,0,32,4,9,20,35,3,0,0,0,0,75,0,0,0,19,5,8,3,0,3,34,0,5,17,221,201,85,37,24,3,596,3,11,12,32,12,6,3,0,5,83,0,9,14,106,53,64,17,0,3,272,0,0,0,4,3,3,3,0,0,13,0,0,3,14,0,3,0,0,0,22,41,83,76,507,170,100,111,80,39,1215,211,268,288,945,334,230,210,196,100,2779,2912,4378,4654,13009,4366,3060,2113,1932,987,37406,0,3,9,22,0,0,0,0,0,37,2322,3227,2921,6216,2541,1668,813,870,670,21252,0,20,13,111,22,5,3,0,0,178,0,0,0,22,10,10,3,0,0,46,0,0,0,5,3,0,0,0,0,11,0,3,0,36,3,0,0,3,0,47,0,0,0,15,6,3,4,0,0,26
21004,0,0,0,0,4,7,4,3,0,22,3,3,0,18,9,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,6,7,7,0,0,0,0,0,16,0,0,0,0,7,0,0,0,0,14,0,0,0,3,3,0,0,0,0,12,0,0,3,4,6,3,0,3,0,23,0,0,0,6,7,3,0,0,0,21,0,0,3,3,4,3,3,0,0,20,0,0,0,3,3,0,0,0,0,5,3,15,4,65,52,33,36,21,3,240,61,103,134,305,155,156,127,56,16,1113,1347,2630,2736,5065,2682,2355,1491,678,224,19212,0,0,0,0,0,0,0,0,0,0,1204,2252,2332,4289,2210,1818,969,462,241,15780,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,0,9,5,7,3,0,0,31,0,0,0,3,9,0,0,0,0,16
21005,0,0,3,6,17,29,26,23,0,101,10,109,136,608,362,180,84,30,3,1523,0,0,0,10,0,3,0,0,0,18,3,18,18,77,12,3,3,0,0,129,0,4,9,40,40,39,20,11,0,168,16,53,150,943,942,569,277,98,12,3065,9,24,14,44,8,11,5,0,0,116,0,6,20,167,162,122,43,13,7,544,0,0,0,0,5,0,3,5,0,13,0,6,11,23,11,0,0,0,0,52,75,339,381,1374,766,620,330,180,40,4105,434,701,734,1628,769,581,411,201,59,5503,6797,12043,12013,24279,10340,7512,4639,2101,503,80228,0,13,42,48,15,3,4,0,0,126,5532,8785,7840,10664,4285,2874,1578,712,236,42517,0,9,10,88,16,5,0,0,0,126,0,0,9,53,30,24,15,9,3,148,0,0,0,18,4,3,0,0,0,27,0,7,13,20,12,5,0,0,0,56,0,0,0,14,19,14,18,4,3,72
21101,0,0,0,7,27,26,26,22,5,101,16,64,159,535,302,290,188,51,7,1608,4,3,7,61,9,20,7,0,0,113,3,8,17,60,3,0,0,0,0,104,0,0,0,5,10,4,6,4,0,31,0,0,3,12,13,16,9,6,0,63,7,26,20,49,37,24,20,6,3,181,3,11,22,160,166,146,44,7,6,565,0,0,3,13,23,18,15,13,5,88,0,0,4,23,8,6,6,4,0,56,12,51,111,421,275,288,246,202,90,1689,147,274,342,861,462,459,377,224,95,3246,4605,9383,10312,20125,10541,9573,6490,3217,1102,75341,0,0,6,46,28,16,7,0,0,108,4116,7482,7837,12508,6785,5609,3718,1843,976,50874,0,0,0,16,13,6,0,0,0,36,0,0,0,29,18,11,7,3,0,64,0,0,8,101,80,54,20,15,8,294,4,4,9,27,16,17,8,0,5,90,0,0,0,24,30,26,20,5,3,101
21102,0,0,0,0,0,3,3,0,0,13,0,0,4,12,6,7,6,3,0,38,3,0,0,16,0,3,0,0,0,28,3,0,3,3,3,0,0,0,0,12,0,0,0,0,3,3,3,0,0,15,0,0,0,0,0,0,0,0,0,7,3,10,12,5,3,3,7,0,0,53,0,0,3,13,13,9,0,0,0,39,0,0,0,0,0,3,3,0,0,8,0,0,0,3,4,3,0,0,0,14,0,19,12,47,40,45,52,25,8,245,16,72,50,105,94,89,58,45,28,567,597,1878,1991,2361,2110,1758,1253,653,241,12834,0,0,0,0,0,0,0,0,0,0,486,1528,1512,1737,1542,1133,819,382,207,9345,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,3,8,4,4,0,0,0,27,0,0,0,0,3,0,0,0,0,3
21103,0,0,0,0,4,15,10,9,3,41,0,14,19,143,39,44,36,10,3,308,0,4,3,41,5,8,3,0,0,62,7,47,43,44,4,0,0,0,0,149,0,0,0,0,3,3,3,0,0,11,0,3,0,13,11,0,0,0,0,23,4,22,22,51,34,20,22,4,0,182,3,3,4,61,44,42,14,9,0,182,0,0,0,5,15,13,11,4,5,64,0,0,5,23,8,5,0,0,0,46,8,57,76,260,133,126,115,93,33,899,134,235,235,653,361,311,237,182,90,2424,3780,6842,6812,14927,7220,6025,4332,2342,895,53179,0,0,0,12,0,4,0,0,0,23,3263,5542,5308,10424,5548,4461,3330,1796,1031,40700,0,4,0,16,3,0,0,0,0,25,0,0,3,6,3,7,0,0,0,30,0,0,6,37,25,18,10,6,0,97,0,6,11,37,19,10,4,4,0,85,0,0,0,13,16,14,8,4,0,46
21104,0,0,0,5,5,9,5,3,0,28,4,9,38,163,46,47,45,14,7,371,3,4,12,62,6,0,6,0,0,104,0,0,18,41,4,4,0,0,0,72,0,0,0,0,0,3,3,0,0,10,0,0,0,0,3,3,9,0,0,22,6,20,15,23,22,4,8,0,0,102,0,9,21,132,90,90,55,21,0,426,0,0,0,6,7,3,0,0,0,20,0,0,7,17,12,4,0,0,0,34,3,41,43,172,100,77,126,65,34,665,56,88,109,332,141,126,132,96,67,1144,1814,3709,3662,8232,3866,3068,2669,1640,623,29289,0,0,0,3,5,0,0,0,0,14,1635,2944,2376,4042,2340,1878,1727,1139,659,18750,0,0,3,12,6,3,0,0,0,25,0,0,0,9,0,10,0,3,0,24,0,0,3,46,43,43,21,11,3,166,0,8,3,19,3,4,4,0,0,44,0,0,0,13,6,3,3,0,0,29
21105,0,0,0,4,6,12,13,3,0,32,0,0,4,50,32,27,20,9,3,146,0,0,0,10,3,0,4,0,0,20,0,15,22,26,5,0,0,0,0,65,0,0,0,0,3,9,5,0,0,21,0,0,0,4,4,0,3,5,0,15,5,18,18,56,53,44,38,8,0,235,0,3,12,19,11,3,5,0,0,55,0,0,0,9,15,25,9,15,3,87,0,0,6,15,10,8,3,0,0,43,12,31,48,215,158,169,146,100,28,913,204,363,426,1025,647,612,540,262,123,4187,4679,9890,9548,18319,10468,9526,7066,2956,981,73430,0,0,0,0,0,0,0,0,0,0,4180,8504,8000,15354,8160,7087,4588,1809,834,58516,0,0,0,4,0,0,0,0,0,3,0,0,0,6,0,5,5,0,0,12,0,0,3,18,3,3,0,0,0,32,4,3,9,43,21,21,12,5,0,116,0,0,0,20,15,8,5,0,0,45
