SED_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
SED23702,0,0,9,15,44,27,58,37,0,4,3,5,4,0,3,214,0,5,9,25,10,7,11,10,0,0,3,7,0,0,4,86,0,0,0,0,0,3,15,22,9,8,3,4,6,4,4,89,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,16,312,936,1594,733,461,396,364,54,46,19,13,14,9,137,5100,0,0,3,18,9,26,25,22,0,3,0,4,3,0,10,124,0,0,0,0,3,4,0,7,0,0,3,0,0,3,0,26,0,0,0,0,3,11,18,7,0,0,0,0,0,0,0,34,0,60,84,226,170,130,138,71,6,19,11,18,10,8,33,976,21,750,1574,2382,1430,1075,1125,848,131,144,106,127,87,53,289,10144
SED23806,3,0,10,28,82,76,112,48,5,10,7,17,6,4,11,416,0,3,10,45,53,86,58,69,19,19,30,25,30,43,17,501,0,0,0,6,11,15,47,56,9,18,9,18,24,7,19,245,0,3,8,5,0,11,3,0,0,0,0,0,0,0,0,36,0,0,3,11,3,3,6,3,4,0,0,0,3,4,3,49,26,172,273,397,258,280,365,296,100,55,65,53,65,38,68,2518,0,3,13,31,37,58,112,76,27,28,17,31,33,19,27,517,0,0,0,19,150,43,39,114,31,32,60,66,75,60,21,717,0,0,0,0,9,8,15,14,0,0,3,0,5,0,0,67,18,128,104,194,151,315,322,342,77,128,157,196,242,193,128,2693,77,711,1110,1355,1559,2211,2752,2962,710,884,1059,1209,1456,930,652,19650
SED23901,0,0,3,18,32,26,49,38,8,3,5,11,6,4,10,218,3,7,17,33,45,120,64,57,9,19,10,13,25,16,0,423,0,0,0,4,13,24,31,38,7,10,3,3,7,3,11,154,0,4,32,80,21,29,9,3,0,0,0,0,0,0,3,185,0,0,0,20,7,3,6,8,0,0,0,0,0,0,0,45,17,130,289,417,247,187,285,227,46,36,30,27,36,14,53,2035,0,0,8,25,24,25,55,34,20,23,16,10,20,4,9,281,0,0,0,3,118,80,58,70,14,17,16,28,35,19,10,460,0,0,4,0,7,3,10,5,4,7,0,0,0,0,0,46,6,130,143,303,178,466,612,400,113,93,108,123,123,66,78,2944,56,962,1619,1792,1394,2289,2743,2297,584,552,552,547,667,401,474,16932
SED24006,0,0,10,21,62,61,125,68,4,8,7,3,9,0,3,372,0,3,11,44,51,114,98,57,7,10,4,13,17,9,8,445,0,0,0,0,12,17,45,27,6,12,8,7,12,9,3,148,0,11,13,22,3,9,3,9,0,0,0,0,0,0,3,80,0,0,0,29,17,12,12,6,0,0,5,0,3,0,0,89,26,145,260,333,159,228,272,173,46,42,21,31,56,9,58,1870,0,3,13,36,38,44,76,59,19,3,12,11,16,12,11,356,0,0,0,16,454,186,59,65,19,16,14,18,47,24,19,931,0,0,0,0,0,0,14,3,3,0,0,0,0,0,0,27,17,167,146,230,216,384,307,250,51,51,62,90,74,49,62,2153,101,953,1590,1747,2105,3389,3434,2805,620,672,721,921,965,503,647,21169
SED24105,0,3,0,18,68,28,67,69,15,7,4,16,9,10,4,316,0,0,23,259,157,462,336,309,54,78,66,52,57,21,43,1920,0,0,0,0,95,136,75,115,6,10,24,42,19,11,22,564,0,0,0,33,16,26,10,3,0,0,0,0,0,0,0,85,0,0,6,173,71,114,65,33,6,0,8,4,0,0,11,493,7,127,261,439,184,93,105,97,33,15,31,19,8,13,35,1467,0,0,0,8,14,14,25,15,3,6,8,0,3,3,3,101,0,0,0,18,1705,2569,1072,783,120,150,199,171,160,87,234,7269,0,0,0,0,0,0,10,28,8,0,0,0,14,4,0,65,0,41,136,698,1301,2307,2065,1415,267,383,432,382,345,180,301,10250,19,510,1190,2762,4487,7497,6197,5646,870,1165,1342,1283,1216,721,1127,36023
SED24207,0,0,0,3,14,10,38,38,13,4,0,0,0,0,5,124,0,0,3,16,26,136,219,202,20,40,18,28,18,19,9,752,0,0,0,0,17,45,51,43,12,8,12,10,9,3,14,234,0,0,23,570,155,191,183,46,3,9,16,6,7,0,46,1253,0,0,0,80,56,58,63,11,4,3,3,0,0,0,16,305,3,81,175,250,99,60,86,128,21,17,15,18,12,3,45,1016,0,0,3,3,6,15,42,25,9,9,9,3,9,3,3,137,0,0,3,20,1428,2464,1039,760,136,125,138,191,141,72,345,6857,0,0,0,0,4,3,17,18,4,5,10,0,0,3,0,68,0,50,140,803,1014,1871,2232,1215,239,242,205,188,160,101,275,8737,12,685,1421,3211,3885,7354,7540,6379,1050,1164,1138,1085,981,673,1418,38004
SED24308,0,0,3,12,6,10,14,14,8,4,0,4,4,0,0,87,0,0,0,3,14,6,7,14,0,9,10,0,0,0,3,71,0,0,0,0,5,13,29,148,30,22,36,24,33,30,16,381,0,0,95,266,65,47,22,3,0,0,0,0,3,0,11,523,0,0,0,38,9,12,10,5,0,0,0,3,0,0,13,97,8,260,614,672,204,160,140,158,22,12,22,16,13,5,90,2402,0,0,0,9,5,9,30,27,5,10,7,3,8,0,0,120,0,0,0,0,65,56,39,27,12,9,7,3,3,13,61,296,0,0,0,0,0,0,4,3,0,0,3,0,0,0,0,12,3,167,398,565,192,283,358,429,87,117,214,101,121,91,182,3303,23,1152,2068,2423,931,1093,1321,1550,268,374,516,317,410,320,775,13535
SED24408,0,0,4,7,7,3,38,30,9,8,6,6,3,0,4,118,0,0,0,0,0,3,0,8,3,10,0,0,0,5,0,37,0,0,0,0,4,0,13,53,3,3,0,7,3,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,19,0,0,0,0,0,0,0,25,13,163,311,325,110,62,56,49,0,14,19,13,3,0,54,1186,0,0,8,25,3,12,11,14,3,3,0,0,0,0,0,80,0,0,0,0,4,3,0,4,0,0,6,0,0,0,0,19,0,0,0,0,0,0,3,25,0,3,0,0,0,0,0,36,3,23,43,63,27,33,58,154,18,16,12,12,12,12,28,518,18,354,561,568,305,245,415,672,90,130,128,107,78,59,173,3905
SED24504,0,0,7,15,16,23,59,38,10,0,3,3,3,0,3,173,0,4,11,11,4,8,5,0,0,7,0,3,0,0,5,57,0,0,0,0,0,4,6,14,0,0,0,3,5,0,7,40,0,0,3,24,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,14,7,234,570,807,332,239,373,215,39,24,21,23,4,4,105,3006,0,0,0,46,28,26,46,29,6,5,3,0,3,0,3,202,0,0,0,0,8,3,8,3,3,0,4,0,0,0,3,34,0,0,3,0,4,7,3,4,0,0,0,0,0,0,0,24,3,65,108,187,108,83,106,67,16,11,22,25,36,4,33,866,29,704,1178,1497,879,730,975,627,121,94,111,113,83,40,298,7470
SED24606,0,3,7,30,102,123,97,46,12,5,4,7,14,4,12,472,0,7,11,70,26,65,45,63,9,19,18,20,20,18,10,401,0,0,0,8,9,27,38,39,4,15,12,23,21,14,8,204,0,0,4,6,4,3,3,0,0,0,0,0,0,0,0,19,0,0,0,16,3,7,8,5,0,0,0,0,0,0,0,44,38,151,265,362,218,208,261,199,49,54,56,47,47,23,61,2049,3,7,17,53,44,42,85,56,17,19,18,36,13,6,10,429,0,0,3,3,122,50,21,42,6,9,16,14,15,9,5,313,0,0,0,5,5,8,13,14,4,0,0,0,0,0,0,46,27,214,163,217,224,339,297,304,50,76,109,125,119,94,58,2417,157,851,1373,1513,1365,1899,2179,2175,476,675,697,1078,1142,721,496,16801
SED24703,0,0,12,7,37,41,102,50,17,14,10,26,23,22,12,364,0,3,3,15,28,77,65,74,13,32,34,37,51,72,23,536,0,0,0,0,13,44,128,238,62,82,119,159,291,229,187,1553,0,0,3,19,8,17,13,8,0,3,3,3,0,0,0,90,0,0,0,45,23,31,33,31,5,3,3,7,13,13,16,225,7,94,221,295,252,318,405,331,114,114,102,144,229,180,110,2920,0,0,4,25,52,83,142,123,46,37,58,82,107,108,50,922,0,0,3,9,347,305,134,187,74,75,90,116,159,148,62,1716,0,0,0,0,9,4,16,12,0,5,0,3,0,3,0,60,12,69,99,212,260,749,1231,1055,361,468,597,909,1473,1080,630,9207,39,511,921,1196,1779,3510,6192,8078,2800,3915,4930,7410,10517,8011,3531,63338
SED24808,0,0,3,4,23,27,48,68,3,11,7,9,0,6,3,222,0,3,6,10,11,33,44,113,20,16,3,20,15,7,0,311,0,0,0,4,9,14,33,43,9,4,8,5,4,3,9,142,0,0,6,63,10,35,17,20,0,0,4,0,0,0,8,167,0,0,0,31,12,14,9,3,0,0,0,0,0,0,0,78,15,201,597,990,362,240,170,238,24,21,24,20,11,8,106,3013,0,0,0,16,11,8,29,29,11,9,9,11,3,3,3,134,0,0,0,4,42,65,37,66,11,7,14,9,8,5,14,285,0,0,0,0,3,0,25,44,4,3,4,0,4,0,0,92,3,66,121,419,266,463,962,727,116,95,134,120,133,51,104,3778,16,763,1454,2280,1305,1611,2667,3172,461,465,493,494,424,223,549,16378
SED24904,0,0,0,6,13,3,21,32,8,3,3,10,10,4,0,110,0,0,3,5,3,4,16,18,3,17,9,3,3,0,3,90,0,0,0,0,3,14,16,26,12,12,10,0,3,9,5,107,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,100,40,58,52,16,12,0,0,0,4,0,6,282,17,115,190,292,77,68,84,51,12,16,12,10,29,18,56,1033,0,0,0,4,3,4,9,9,4,0,0,3,7,0,0,59,0,0,0,0,42,59,60,58,11,4,7,7,16,4,19,295,0,0,0,0,0,4,10,3,0,0,0,3,0,0,0,21,9,39,82,73,115,141,258,249,69,66,80,77,92,61,139,1549,46,530,750,736,477,580,894,921,222,257,279,230,338,288,490,7043
SED25003,0,0,0,3,10,12,37,45,4,5,16,15,4,3,0,159,0,0,5,27,46,285,293,287,43,64,61,36,42,24,22,1249,0,0,0,3,8,15,17,21,6,5,4,6,3,3,6,102,0,23,109,752,240,344,220,83,13,7,12,18,9,8,54,1891,0,0,4,42,12,43,23,6,0,0,0,4,0,0,3,143,9,47,191,328,109,98,77,80,15,32,19,8,13,12,33,1074,0,0,3,4,0,3,23,21,7,3,3,5,11,4,3,89,0,0,0,0,185,123,69,76,5,12,12,14,12,18,33,557,0,0,0,0,3,0,27,34,3,22,10,8,7,10,0,118,0,30,118,377,339,594,680,520,66,77,96,92,83,58,92,3216,17,589,1747,2927,1690,3048,3803,4092,646,743,932,668,633,395,823,22754
SED25102,0,0,6,32,68,46,84,61,6,0,4,7,0,4,9,343,0,0,10,43,3,15,18,12,0,0,5,0,0,0,0,107,0,0,0,4,3,0,11,16,0,5,3,4,4,4,3,63,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,13,9,247,740,1103,448,345,405,281,39,46,38,24,27,7,102,3860,0,5,15,35,30,20,62,39,7,6,4,3,7,3,11,247,0,0,0,3,16,7,8,13,0,3,0,0,0,3,3,52,0,0,0,0,14,6,7,3,0,0,0,3,0,0,0,36,0,44,133,217,152,153,160,132,23,38,27,27,18,12,37,1176,32,723,1530,1896,1165,1026,1214,944,141,171,142,143,108,56,303,9592
SED25205,0,0,6,17,90,60,95,109,18,16,32,28,13,18,8,512,0,3,18,85,64,129,49,21,0,3,0,3,9,0,13,402,0,0,0,3,7,13,47,25,4,3,3,7,10,3,4,134,0,0,0,5,4,3,4,0,0,0,0,0,0,0,0,19,0,3,10,75,22,26,12,5,0,3,0,4,3,3,3,170,17,199,485,702,384,315,504,524,108,133,93,96,82,22,102,3778,0,0,3,14,16,36,66,32,12,11,9,8,15,9,6,242,0,0,0,3,95,57,23,12,0,7,9,10,0,3,5,231,0,0,0,0,13,3,8,12,0,0,0,0,0,0,0,37,3,61,122,338,374,484,541,308,68,90,84,66,66,38,56,2703,35,615,1321,2071,1762,2239,2466,1945,411,506,422,398,429,227,419,15250
SED25302,0,3,12,33,56,54,103,96,14,7,14,17,6,3,7,423,0,3,20,31,5,13,4,3,0,0,0,0,0,0,3,89,0,0,0,0,0,7,16,20,8,7,4,6,7,5,3,86,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,3,6,3,6,7,0,0,0,0,0,0,0,22,34,433,953,1364,790,544,1008,1071,199,180,141,113,103,32,196,7154,0,3,4,38,32,37,83,20,8,0,14,5,13,0,11,282,0,0,0,3,17,7,9,3,0,0,0,0,7,0,0,46,0,0,0,0,7,4,15,9,0,0,4,0,0,0,0,35,10,78,122,250,168,125,127,95,12,15,14,17,20,25,43,1115,77,972,1637,2245,1544,1233,1915,1665,345,291,304,287,236,117,430,13301
SED25402,0,3,0,0,22,5,37,47,4,9,4,3,0,3,8,148,0,3,8,4,0,8,10,27,7,6,10,0,6,0,0,97,0,0,0,0,3,5,14,23,3,4,8,8,4,3,8,84,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,503,600,516,236,114,87,66,24,11,3,10,13,8,95,2292,0,0,4,20,6,9,17,19,0,3,4,3,4,3,0,93,0,0,0,3,10,9,12,14,0,5,0,4,0,3,3,54,0,0,0,0,7,0,3,15,0,3,0,4,0,0,0,31,0,83,94,153,88,52,157,221,31,18,23,20,22,23,38,1022,30,1330,1489,1110,744,491,686,845,128,141,132,159,160,92,302,7840
SED25501,0,0,8,13,36,46,130,75,4,14,10,0,15,20,0,379,0,7,27,112,139,522,570,684,114,142,160,149,201,129,63,3027,0,3,0,10,9,26,40,31,4,11,6,3,8,12,4,164,0,3,3,5,0,0,3,0,0,0,0,0,0,0,0,14,0,0,0,52,29,9,10,3,0,0,0,0,0,0,0,110,14,191,282,326,166,146,168,111,31,39,33,20,19,21,47,1616,0,0,3,13,22,29,65,24,12,9,11,14,12,4,7,222,0,0,0,20,449,232,64,50,14,21,8,10,14,13,24,922,0,0,0,0,8,4,13,13,0,0,0,0,0,0,0,45,9,120,173,267,292,470,489,311,78,83,68,65,99,81,77,2665,49,774,1388,1698,2294,4894,5915,5434,1204,1259,1433,1538,1611,968,903,31370
SED25605,0,0,5,14,69,43,63,49,13,7,0,8,3,7,3,283,0,3,46,185,139,507,442,607,69,84,83,111,93,66,62,2498,0,0,0,4,28,38,37,74,4,19,9,10,14,11,8,264,0,0,4,45,16,38,10,3,0,0,3,0,0,0,3,132,0,3,3,92,77,71,34,10,0,0,3,0,0,0,7,299,8,142,306,401,156,102,111,85,15,12,7,16,9,0,47,1420,0,0,3,16,12,12,26,23,11,4,7,8,5,4,3,125,0,0,0,16,725,854,308,295,44,52,63,70,59,18,90,2601,0,0,0,0,0,0,11,17,0,0,0,0,4,0,3,38,3,84,251,808,777,988,965,670,121,171,206,138,130,89,157,5550,31,721,2130,3314,3105,4862,4863,5015,784,960,1120,1210,1052,640,966,30761
SED25704,0,0,3,5,6,5,43,22,5,0,0,3,0,0,0,90,0,0,0,0,0,0,0,24,3,3,11,0,3,0,3,55,0,0,0,0,3,3,7,8,3,0,0,4,0,0,0,36,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,16,11,174,280,288,88,57,28,33,9,8,3,4,3,3,61,1059,0,0,0,15,9,9,23,6,6,0,4,0,3,0,4,86,0,0,0,0,3,3,4,13,3,5,0,0,0,0,4,36,0,0,4,0,6,0,13,7,0,0,3,0,0,0,0,32,3,28,39,64,30,29,84,98,45,35,25,24,23,9,32,562,25,474,603,528,295,275,454,640,159,188,171,134,144,75,241,4395
SED25802,0,0,4,15,27,21,31,33,4,3,6,0,0,0,6,154,0,0,6,10,6,16,10,22,0,0,3,5,0,0,4,91,0,0,0,0,0,4,5,13,6,3,7,0,7,0,3,42,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,17,355,664,821,308,156,174,148,14,39,28,18,7,3,92,2837,0,11,0,27,21,9,29,8,3,5,3,5,3,0,0,116,0,0,0,0,0,9,3,9,0,0,0,0,3,0,8,32,0,0,0,0,4,3,6,5,3,4,0,0,0,0,0,30,5,64,110,205,110,96,107,89,20,17,10,15,22,8,47,930,34,1001,1305,1452,838,584,706,625,98,129,94,93,87,34,301,7389
SED25905,0,0,0,29,107,101,96,52,13,16,5,6,0,7,13,451,0,0,16,148,172,681,472,568,64,100,85,72,81,46,57,2557,0,0,0,0,8,41,41,13,12,3,3,0,5,5,7,141,0,0,7,53,35,25,23,6,0,0,0,0,0,0,6,156,0,0,0,100,47,54,23,5,0,3,0,3,0,0,3,240,13,134,424,697,307,219,84,113,10,27,17,14,5,5,85,2146,0,4,3,12,6,15,21,11,5,5,5,10,3,3,0,102,0,0,0,3,133,129,61,47,5,3,14,3,6,3,18,433,0,0,0,0,0,0,5,19,3,0,0,0,0,0,0,40,3,45,179,977,985,1910,1755,1030,176,181,273,187,174,117,251,8244,22,503,1293,3102,2856,5354,5025,3900,573,689,916,663,542,387,816,26644
SED26005,0,0,3,14,127,73,229,139,15,24,0,12,12,3,9,656,0,0,15,128,113,678,830,922,119,154,93,93,95,71,62,3375,0,0,0,0,18,44,39,33,0,13,3,8,8,3,3,170,0,0,0,25,27,41,10,7,0,0,10,0,0,3,0,124,0,0,3,87,41,45,26,17,0,0,0,0,6,0,7,231,3,97,290,642,419,279,343,235,36,31,34,48,29,5,56,2532,0,0,3,13,10,19,53,37,13,17,4,6,10,3,3,192,0,0,0,4,79,141,100,108,17,13,9,7,12,10,15,520,0,0,0,0,3,8,31,50,0,0,4,11,6,0,3,118,0,29,122,634,790,2031,2649,1735,389,256,422,310,342,226,209,10147,9,340,869,2216,2465,5442,8133,7257,1207,1117,1194,1010,974,569,744,33532
SED26102,0,0,9,18,55,25,34,21,0,0,0,3,6,0,0,182,0,3,13,22,0,4,0,0,0,3,0,0,0,0,0,47,0,0,0,0,0,5,13,19,0,9,8,3,0,4,0,69,0,6,4,13,7,6,4,0,0,0,0,0,0,0,0,35,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,31,40,452,814,1026,429,266,298,267,44,27,31,22,24,15,178,3911,0,3,11,40,27,24,42,13,6,7,3,4,7,3,5,187,0,0,0,3,4,0,3,7,0,3,0,0,0,0,0,20,0,0,0,0,3,3,5,7,0,0,0,0,0,0,0,18,7,114,143,244,115,100,78,79,16,9,15,11,13,4,29,978,72,1207,1922,2038,1003,730,766,602,133,102,92,73,79,53,405,9271
SED26207,0,0,3,8,16,25,20,13,4,5,3,6,0,0,0,110,0,3,16,34,16,76,41,49,7,11,5,4,0,0,3,282,0,0,0,0,4,11,26,21,3,5,3,3,3,8,0,92,0,6,26,179,27,15,6,3,0,4,0,0,0,0,10,279,0,0,0,43,19,24,3,6,0,3,0,0,3,0,0,100,3,119,260,248,116,92,123,85,35,17,15,23,12,7,46,1195,0,0,7,11,10,14,29,20,3,16,7,3,0,0,3,124,0,0,0,4,558,362,99,62,12,12,17,31,18,10,34,1224,0,0,0,0,5,3,3,3,0,0,0,0,0,0,0,11,0,155,252,464,324,331,247,208,42,65,48,39,44,36,98,2349,34,1689,3348,2766,1764,1826,1462,1252,270,351,410,281,285,195,644,16571
SED26303,0,0,4,7,31,43,44,37,0,3,0,12,4,10,11,204,0,0,7,16,17,41,16,32,0,7,12,5,8,15,0,178,0,0,0,0,13,14,29,31,8,9,22,12,22,12,18,182,0,22,35,130,24,20,5,5,0,0,0,0,6,0,8,263,0,3,0,19,8,9,11,3,0,4,4,3,0,0,0,71,3,61,194,332,258,262,363,313,68,83,77,79,63,26,71,2256,0,0,3,39,36,58,75,49,21,15,21,14,21,10,18,390,0,0,0,9,211,168,68,40,9,21,15,10,13,10,14,587,0,0,0,0,3,0,9,13,0,0,0,0,0,0,3,36,3,85,97,279,242,234,306,384,89,100,155,187,171,96,78,2506,31,826,2371,2432,1485,1734,2005,2085,461,586,628,675,626,399,610,16948
SED26406,0,0,4,22,51,85,174,73,6,6,6,9,10,6,12,464,0,4,32,104,52,189,196,274,45,50,69,86,128,94,31,1359,0,0,0,3,13,20,52,57,21,15,13,13,23,20,24,275,0,0,3,15,0,4,0,0,0,3,0,0,3,0,0,32,0,0,0,19,10,7,3,6,0,0,0,0,3,0,3,55,8,124,209,344,189,176,200,150,42,32,36,42,21,44,43,1655,0,0,4,28,18,29,51,42,5,15,14,18,9,17,10,255,0,0,0,0,233,129,52,102,28,37,51,50,66,46,27,813,0,0,0,0,4,0,16,14,0,0,4,3,3,3,3,59,8,100,164,403,474,898,699,628,112,175,214,265,284,269,147,4837,34,668,2053,2428,1829,2993,3940,5173,1089,1526,1851,2584,3198,2293,1158,32838
SED26504,0,0,3,10,16,3,31,20,0,4,0,0,0,0,5,89,0,0,0,6,3,0,9,14,8,0,4,0,3,0,0,45,0,0,0,0,0,3,7,10,0,0,5,10,6,0,4,48,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,233,392,443,153,86,124,53,9,9,3,5,17,14,68,1612,0,0,0,17,8,17,22,7,13,3,3,0,3,0,3,110,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,11,5,53,99,107,52,46,56,84,15,15,12,24,25,19,28,636,45,840,1055,889,422,327,541,535,96,91,111,121,154,103,241,5574
SED26603,0,0,0,10,14,26,30,25,5,6,7,9,0,8,0,136,0,5,5,30,14,109,86,132,33,31,34,21,36,21,14,572,0,0,0,0,8,11,48,36,10,14,16,17,18,8,17,204,0,0,11,44,8,14,5,3,0,0,0,0,0,0,4,99,0,0,0,310,145,225,195,49,19,17,16,15,22,6,34,1055,18,102,183,195,140,150,208,179,61,42,28,57,16,16,43,1448,0,3,4,10,16,24,45,32,9,19,7,5,12,12,6,213,0,0,0,7,165,162,82,73,8,11,22,17,11,7,16,583,0,0,0,0,9,3,17,14,3,3,3,0,0,0,0,51,3,158,153,346,310,382,480,905,112,215,286,404,366,277,144,4546,51,1480,2829,2838,1818,2310,2939,3874,788,1055,1217,1330,1224,824,931,25499
SED26708,0,0,3,11,11,8,10,11,0,3,0,0,4,0,0,58,0,0,0,6,0,0,7,7,0,3,0,0,4,0,0,29,0,0,0,0,0,3,9,5,0,0,3,3,0,0,4,28,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,202,428,436,178,122,136,88,13,12,8,14,12,4,79,1751,0,3,5,21,14,12,18,10,0,3,0,3,0,3,3,95,0,0,0,0,4,4,5,5,0,0,3,0,0,0,0,30,0,0,0,0,3,3,12,9,0,3,0,0,0,0,0,37,3,53,68,97,34,34,87,86,18,30,30,20,17,11,28,614,20,532,768,796,428,377,655,528,113,121,118,95,118,58,247,4963
SED26806,0,3,12,24,68,120,151,70,20,14,32,22,19,17,12,585,0,3,12,39,29,78,57,63,8,8,10,21,12,7,6,340,0,0,0,3,17,19,67,78,22,26,17,23,24,7,22,311,0,0,0,6,0,10,3,4,0,3,4,0,0,0,0,33,0,0,0,19,11,13,7,10,7,6,5,4,7,10,0,101,20,120,251,418,268,296,408,436,190,190,244,242,351,183,139,3753,0,4,10,42,48,85,109,97,39,22,66,67,105,45,23,774,0,0,0,5,112,68,37,63,19,12,17,19,21,22,19,427,0,0,0,0,3,4,33,18,5,7,0,4,4,0,5,82,17,149,160,280,374,911,716,672,193,240,293,292,521,285,167,5268,84,612,1241,1616,1653,2817,3495,3976,1234,1396,1713,1831,2481,1361,865,26367
