SA2_MAINCODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
210051247,..,556,556,870,66,936,766,16,782,791,9,799,566,6,577,474,3,476,3475,649,4119
210051248,..,6,6,3,0,3,0,0,0,3,0,3,3,0,3,3,0,3,11,6,23
210051249,..,478,478,808,48,856,917,10,926,1331,6,1337,954,0,953,860,5,864,4864,555,5419
210051250,..,809,809,792,75,872,410,18,430,303,7,306,134,0,134,45,0,45,1689,906,2589
210051441,..,414,414,605,43,647,499,11,516,532,3,533,241,0,243,191,3,194,2069,475,2549
210051442,..,299,299,539,39,571,610,3,611,906,5,908,458,0,458,279,4,282,2785,351,3133
210051443,..,588,588,1043,85,1123,976,11,988,1094,5,1099,550,0,548,398,3,396,4055,694,4752
210051444,..,512,512,856,62,921,917,11,930,948,6,956,425,0,425,360,0,360,3510,592,4106
210051445,..,116,116,305,11,316,220,3,223,208,0,209,89,0,89,77,0,74,898,133,1033
211011251,..,1256,1256,1358,123,1478,794,19,814,672,9,683,228,3,231,111,3,118,3162,1421,4586
211011254,..,872,872,1508,84,1594,1000,23,1025,1056,7,1067,405,0,401,169,0,174,4137,991,5133
211011255,..,164,164,467,11,473,355,3,362,588,0,588,263,0,263,71,0,71,1745,182,1925
211011256,..,796,796,1329,71,1399,1015,12,1032,1196,6,1206,425,0,425,191,0,191,4154,895,5043
211011257,..,325,325,619,19,637,487,4,485,735,0,735,236,0,236,102,0,102,2183,349,2534
211011258,..,363,363,868,35,902,652,6,659,918,3,921,344,0,343,129,0,129,2902,408,3312
211011259,..,874,874,1487,61,1544,907,24,924,939,8,955,343,4,341,147,3,153,3821,972,4792
211011260,..,1173,1173,1701,92,1791,1049,24,1066,1234,6,1241,501,3,504,251,3,251,4732,1301,6036
211011446,..,2372,2372,2657,230,2891,1398,34,1434,1197,10,1209,415,5,419,189,0,189,5858,2650,8510
211011447,..,1428,1428,1560,142,1702,854,19,873,815,8,822,320,0,320,107,0,107,3644,1596,5242
211011448,..,964,964,1513,85,1599,972,13,984,992,6,991,400,0,401,149,0,149,4018,1070,5088
211011449,..,256,256,460,28,488,272,7,272,291,0,295,110,0,113,44,0,44,1176,290,1466
211021261,..,905,905,1532,55,1579,841,13,854,1163,0,1163,540,0,540,179,0,179,4256,966,5221
211021262,..,365,365,838,36,872,512,3,519,770,0,773,405,0,404,107,0,107,2632,404,3041
211031263,..,989,989,1130,85,1214,751,17,763,747,3,750,285,0,285,125,0,130,3035,1092,4127
211031265,..,806,806,1647,71,1717,1079,12,1097,1429,0,1429,590,0,590,164,0,169,4918,893,5807
211031266,..,1894,1894,1902,233,2130,1029,33,1061,942,18,960,367,0,371,156,0,156,4406,2175,6579
211031267,..,1785,1785,2213,189,2403,1151,31,1186,1275,11,1288,521,0,523,182,0,182,5346,2022,7367
211031268,..,503,503,997,38,1038,546,9,556,705,3,704,296,0,296,78,0,78,2622,554,3175
211031450,..,1902,1902,1842,177,2021,869,25,892,748,3,753,303,0,309,138,0,145,3907,2107,6015
211031451,..,1410,1410,1535,98,1631,749,17,767,793,5,799,310,0,305,126,0,127,3510,1537,5051
211031452,..,331,331,543,39,581,325,3,327,310,0,311,102,0,102,53,0,53,1324,370,1696
211041269,..,999,999,1130,71,1200,632,40,672,716,11,729,240,6,243,83,3,86,2803,1132,3939
211041270,..,1541,1541,1817,144,1967,985,37,1019,1053,16,1072,352,4,352,131,4,135,4337,1751,6088
211041271,..,1083,1083,1183,101,1284,714,40,752,765,16,783,300,6,308,79,4,87,3041,1250,4294
211041272,..,767,767,1015,61,1069,623,16,641,810,11,823,282,3,284,88,0,88,2814,857,3671
211041273,..,606,606,1225,48,1276,698,18,712,847,10,857,329,3,328,138,3,134,3242,674,3913
211051274,..,531,531,1014,60,1072,568,7,583,734,0,734,294,0,296,107,0,107,2711,605,3321
211051275,..,573,573,1095,53,1145,571,8,585,647,4,657,285,0,291,111,0,111,2714,636,3355
211051276,..,1229,1229,1645,96,1740,782,7,794,741,0,740,333,0,333,121,0,121,3627,1339,4962
211051277,..,917,917,1094,60,1160,508,4,515,486,4,488,214,0,220,90,0,90,2396,984,3386
211051278,..,1494,1494,2066,103,2165,1084,16,1100,1226,0,1225,494,3,494,176,0,183,5044,1618,6663
211051279,..,328,328,628,37,664,299,3,309,339,0,339,183,0,183,77,0,74,1524,371,1891
211051280,..,421,421,688,30,714,352,0,359,461,0,461,177,0,177,93,0,93,1766,452,2218
211051281,..,1380,1380,2197,149,2352,1360,22,1387,1419,4,1422,592,0,595,330,0,327,5896,1562,7463
211051282,..,695,695,1220,66,1285,551,10,556,598,3,599,235,0,235,82,0,82,2688,763,3460
211051283,..,557,557,954,43,997,541,6,547,637,0,637,305,0,305,141,0,147,2575,614,3186
211051284,..,688,688,1038,74,1111,584,13,598,661,4,660,270,0,270,76,0,77,2627,779,3408
211051285,..,389,389,765,36,799,426,6,429,474,0,474,249,0,249,121,0,121,2038,425,2472
211051286,..,1524,1524,1839,145,1981,908,5,916,865,0,868,393,4,399,189,0,189,4192,1688,5876
212011287,..,650,650,1153,88,1237,810,5,819,963,3,969,400,0,400,156,0,157,3483,741,4231
212011288,..,527,527,915,52,961,426,3,431,494,0,494,250,0,252,153,0,153,2241,578,2822
212011289,..,907,907,1777,101,1882,1003,8,1017,1174,0,1181,576,0,576,218,0,218,4757,1014,5774
212011290,..,524,524,778,40,822,412,0,413,417,0,419,218,0,218,98,0,98,1925,566,2487
212011291,..,1280,1280,1837,159,1999,1160,24,1185,1118,9,1120,475,5,480,254,3,253,4844,1476,6318
212011292,..,1895,1895,2548,169,2721,1652,32,1680,1820,7,1825,790,3,792,511,0,511,7313,2109,9428
212021293,..,1865,1865,2462,108,2574,1332,8,1343,1505,8,1514,608,0,605,231,3,231,6135,2003,8134
212021294,..,793,793,1636,118,1755,1490,21,1520,2246,5,2252,896,0,897,430,3,432,6695,946,7643
212021295,..,944,944,990,111,1098,580,46,626,525,30,557,240,24,267,256,23,283,2588,1179,3771
212021297,..,602,602,881,59,946,579,11,588,638,6,640,285,7,290,274,4,275,2653,683,3340
212021299,..,182,182,571,12,582,351,0,351,532,0,536,286,4,286,189,0,189,1933,198,2126
212021453,..,531,531,1019,53,1073,688,12,700,811,5,817,357,0,359,225,0,231,3108,602,3713
212021454,..,566,566,1250,61,1317,857,12,865,866,10,875,414,3,421,230,3,233,3624,655,4276
212021455,..,587,587,1077,71,1145,802,11,808,985,3,990,444,3,444,228,0,228,3536,670,4208
212021456,..,942,942,1250,110,1356,814,25,839,861,11,874,369,0,373,249,0,249,3544,1089,4631
212031300,..,1548,1548,1800,166,1965,1225,19,1247,1071,10,1079,517,3,520,384,3,381,4987,1750,6735
212031301,..,993,993,2065,127,2189,1558,22,1574,1810,7,1820,780,0,780,494,0,494,6702,1149,7854
212031302,..,783,783,1318,86,1405,1261,15,1274,1465,3,1465,604,0,607,422,0,422,5066,892,5956
212031303,..,418,418,863,49,906,457,4,460,573,3,572,263,0,265,144,0,147,2301,475,2773
212031304,..,626,626,1152,96,1247,1027,13,1037,992,4,995,431,0,431,297,0,298,3893,739,4635
212031305,..,1180,1180,1625,154,1777,1392,32,1424,1623,16,1636,779,5,788,675,7,676,6087,1389,7481
212031306,..,308,308,736,55,795,846,7,851,1240,6,1245,488,0,488,379,0,379,3684,374,4059
212031308,..,466,466,777,48,830,422,0,421,499,0,499,209,0,209,115,0,115,2030,522,2554
212031457,..,261,261,803,30,834,618,9,625,1075,3,1076,525,0,522,308,0,308,3329,301,3630
212031458,..,457,457,961,56,1017,874,11,886,1179,4,1183,562,3,569,497,0,503,4076,529,4611
212041309,..,699,699,1100,69,1167,771,18,784,767,12,777,322,3,325,147,3,147,3099,800,3900
212041310,..,806,806,1164,120,1287,851,81,932,690,42,736,325,19,337,175,21,194,3201,1088,4292
212041311,..,2575,2575,2182,347,2531,1577,133,1710,1300,113,1410,701,75,775,712,82,788,6469,3328,9789
212041312,..,1447,1447,2078,129,2208,1348,29,1378,1293,26,1318,571,19,586,422,26,451,5712,1671,7388
212041313,..,735,735,1104,51,1157,607,3,613,764,0,764,274,0,275,76,0,76,2834,792,3626
212041314,..,1011,1011,1908,101,2009,1575,36,1609,1790,13,1807,826,0,827,577,3,578,6667,1172,7836
212041316,..,531,531,760,42,802,493,14,505,415,3,417,191,0,194,117,3,114,1977,593,2573
212041317,..,1362,1362,1502,191,1696,1106,106,1212,1065,47,1115,594,36,626,613,33,646,4878,1781,6662
212041318,..,613,613,791,61,854,728,31,759,703,22,728,388,5,398,376,8,384,2988,741,3731
212041459,..,1291,1291,1170,168,1342,813,39,845,555,29,582,246,9,255,192,14,203,2975,1536,4510
212041460,..,1366,1366,1487,150,1636,1129,41,1171,917,37,953,493,25,514,431,4,439,4451,1622,6070
212051319,..,1549,1549,1803,220,2017,1096,150,1245,1053,78,1132,367,15,386,153,18,175,4475,2023,6501
212051320,..,1674,1674,1515,529,2043,971,458,1432,736,364,1102,298,141,438,188,98,291,3713,3262,6973
212051321,..,1180,1180,2031,75,2103,1237,45,1288,1609,26,1637,618,11,629,234,11,244,5734,1348,7084
212051322,..,1118,1118,1673,137,1808,1243,65,1311,1392,52,1441,470,21,490,227,11,234,5005,1399,6406
212051323,..,1023,1023,1600,90,1690,954,48,1003,1133,39,1170,365,13,382,132,4,137,4184,1217,5401
212051324,..,1308,1308,1800,118,1916,1132,53,1186,1271,38,1312,442,10,449,183,6,188,4821,1536,6361
212051325,..,1077,1077,1943,122,2066,1276,52,1332,1334,26,1360,458,3,464,196,7,201,5212,1293,6504
212051326,..,1630,1630,2021,231,2251,1360,136,1498,1356,96,1451,472,35,511,148,22,167,5352,2145,7502
212051327,..,1082,1082,2185,54,2245,1208,31,1233,1460,11,1473,515,3,517,181,0,178,5548,1179,6727
213011328,..,897,897,733,106,845,434,28,460,340,24,362,160,20,173,110,23,131,1778,1097,2867
213011329,..,210,210,425,28,451,497,10,512,695,4,701,381,0,378,302,0,308,2301,261,2564
213011330,..,1226,1226,1860,159,2022,1494,47,1540,1673,11,1684,754,11,766,632,3,638,6412,1456,7868
213011331,..,495,495,583,25,603,579,7,586,509,0,513,287,0,288,152,0,153,2109,532,2639
213011332,..,685,685,1350,55,1402,847,12,863,833,5,836,335,3,338,226,6,233,3590,767,4354
213011333,..,731,731,1230,90,1315,836,13,851,747,8,752,393,3,392,320,3,321,3523,840,4371
213011334,..,1525,1525,1731,162,1886,1187,69,1254,983,47,1035,521,23,542,395,11,410,4816,1833,6652
213011335,..,1028,1028,1325,110,1431,959,47,1005,835,41,870,493,26,517,425,13,440,4036,1264,5299
213011336,..,793,793,788,105,891,571,49,617,474,39,513,233,18,253,142,22,163,2213,1019,3234
213011337,..,739,739,862,81,938,625,28,656,631,16,650,336,11,343,304,4,313,2759,878,3640
213011338,..,1185,1185,1651,141,1788,1115,44,1159,958,24,982,466,18,483,432,15,449,4618,1431,6052
213011339,..,599,599,861,65,929,733,15,749,820,15,835,360,4,364,184,3,184,2959,700,3659
213011340,..,628,628,1416,32,1450,1030,8,1037,1443,5,1448,571,7,575,239,0,239,4698,678,5379
213021341,..,1577,1577,1611,147,1757,736,19,758,734,0,731,222,3,222,84,3,83,3381,1747,5129
213021342,..,1565,1565,2013,157,2169,1279,27,1303,1197,11,1206,437,8,441,190,3,191,5117,1762,6874
213021343,..,1328,1328,1584,120,1706,820,53,875,655,6,659,285,3,285,223,4,222,3558,1522,5079
213021344,..,1513,1513,1922,196,2115,1093,68,1157,1192,29,1220,369,9,376,120,3,121,4695,1811,6507
213021345,..,229,229,407,26,430,363,6,363,390,0,393,151,0,151,53,0,53,1365,264,1631
213021346,..,1483,1483,1601,86,1681,865,22,887,1101,7,1102,400,0,400,92,0,91,4054,1591,5643
213031347,..,1541,1541,1477,246,1726,981,131,1114,924,47,972,435,31,466,331,28,359,4156,2024,6176
213031348,..,2124,2124,1712,513,2225,871,206,1076,562,108,663,169,39,211,101,28,135,3415,3024,6441
213031349,..,1018,1018,1246,220,1466,703,77,781,718,55,778,224,13,237,125,5,132,3010,1393,4403
213031350,..,985,985,1044,174,1214,588,81,666,564,11,575,126,3,132,35,7,42,2356,1259,3617
213031351,..,1157,1157,1167,231,1402,675,82,759,614,45,663,202,15,224,90,14,106,2754,1549,4309
213031352,..,1299,1299,1663,233,1897,880,104,983,973,36,1004,282,4,288,67,3,70,3859,1674,5534
213041353,..,1609,1609,2135,111,2244,1113,17,1129,1299,0,1299,591,0,588,225,0,224,5359,1741,7099
213041355,..,639,639,1442,56,1502,1165,9,1174,1673,3,1679,695,0,695,323,0,323,5303,709,6007
213041356,..,1515,1515,1847,176,2024,1176,23,1193,982,6,992,447,0,448,321,0,323,4771,1723,6497
213041357,..,1583,1583,2156,220,2378,1387,24,1411,1361,5,1369,600,0,606,403,0,405,5914,1843,7755
213041358,..,931,931,1526,132,1656,1067,9,1081,1084,3,1087,517,3,515,316,0,316,4506,1082,5582
213041359,..,160,160,165,18,182,81,3,83,77,3,81,37,0,37,44,0,44,410,182,596
213041360,..,499,499,979,41,1024,957,7,965,1730,0,1729,737,0,737,393,0,393,4801,547,5349
213041461,..,273,273,339,15,355,273,0,277,310,0,310,157,0,154,105,0,105,1184,295,1478
213041462,..,106,106,265,17,284,345,4,355,540,0,546,197,0,197,135,0,136,1494,132,1625
213041463,..,800,800,1286,92,1378,1192,16,1209,1550,7,1559,680,0,680,318,0,318,5036,912,5942
213051361,..,974,974,1540,92,1633,1291,13,1308,1220,5,1230,575,0,572,343,3,345,4970,1095,6060
213051362,..,1164,1164,1790,141,1934,1212,30,1242,1181,13,1191,493,8,502,361,5,366,5036,1360,6398
213051363,..,513,513,665,98,766,649,32,682,508,18,523,186,10,200,160,11,167,2165,684,2849
213051365,..,997,997,1941,115,2055,2187,23,2218,2389,21,2406,1140,7,1147,906,4,906,8569,1163,9733
213051366,..,668,668,1339,112,1453,1496,39,1537,1471,18,1487,695,16,705,537,5,542,5536,864,6399
213051368,..,1104,1104,1289,98,1390,645,15,657,637,9,639,237,0,243,112,0,112,2921,1217,4134
213051369,..,1112,1112,1748,158,1903,1529,19,1548,1581,3,1581,671,0,671,422,0,423,5943,1297,7237
213051464,..,324,324,906,67,968,845,14,860,972,9,983,359,4,362,174,0,176,3259,418,3670
213051465,..,791,791,1509,111,1618,1515,28,1541,1900,9,1911,745,5,747,348,0,350,6017,947,6962
213051466,..,389,389,861,78,934,1096,24,1121,1216,7,1231,413,3,415,204,0,204,3788,504,4291
213051467,..,1603,1603,1771,162,1936,1168,31,1196,1105,14,1118,478,0,482,370,3,369,4890,1814,6707
213051468,..,874,874,1195,94,1289,772,20,790,723,7,727,310,0,310,157,0,159,3154,990,4141
214011370,..,1853,1853,1960,231,2192,1323,30,1352,1203,6,1205,493,4,500,250,0,250,5229,2121,7347
214011371,..,3266,3266,2721,356,3079,1256,64,1322,1022,20,1041,366,9,374,151,3,151,5519,3714,9228
214011372,..,2180,2180,2288,265,2552,1230,47,1277,832,3,838,377,3,382,171,3,173,4901,2500,7401
214011373,..,1499,1499,2035,92,2127,993,6,1003,1266,3,1269,473,0,473,150,0,150,4913,1602,6522
214011374,..,1712,1712,2442,139,2584,1431,22,1449,1588,0,1586,692,0,690,253,0,253,6407,1877,8285
214011375,..,2278,2278,1989,212,2201,1072,25,1091,840,10,850,240,3,245,94,0,94,4233,2521,6751
214011376,..,518,518,1176,68,1238,802,11,811,995,3,1000,412,0,412,170,0,170,3552,597,4151
214021377,..,1237,1237,1725,94,1827,559,9,568,521,0,518,183,0,180,55,0,61,3044,1352,4389
214021378,..,403,403,772,19,793,249,0,256,277,0,280,107,0,107,39,0,39,1449,424,1876
214021379,..,2169,2169,2612,187,2797,1207,6,1211,1120,3,1120,447,0,449,207,0,207,5599,2367,7961
214021380,..,2900,2900,3294,197,3487,1215,24,1240,1284,6,1291,441,3,440,149,0,149,6384,3126,9510
214021381,..,1053,1053,1939,59,2000,857,0,856,1293,3,1298,567,3,571,179,0,179,4832,1116,5951
214021382,..,1283,1283,2069,58,2129,968,6,974,1288,3,1294,548,3,554,157,0,156,5034,1352,6385
214021383,..,2085,2085,2560,130,2686,767,13,783,722,7,726,310,0,310,108,0,108,4464,2231,6696
214021384,..,3102,3102,3062,198,3259,1016,12,1027,831,3,839,374,3,373,127,0,127,5403,3323,8727
214021385,..,1332,1332,2016,98,2121,1025,6,1031,1108,3,1112,482,0,481,217,0,216,4844,1446,6288
215011386,..,1017,1017,1068,83,1153,371,13,381,313,5,320,124,3,130,70,5,73,1945,1129,3076
215011387,..,318,318,456,23,479,128,0,128,137,0,137,55,0,55,30,0,30,811,335,1144
215011388,..,2097,2097,2164,127,2293,787,30,822,789,11,798,359,0,361,114,0,114,4209,2269,6481
215011389,..,330,330,444,9,457,160,3,162,179,0,179,83,0,83,40,0,40,910,345,1246
215011390,..,918,918,1013,62,1079,304,3,308,265,3,264,147,0,147,53,0,53,1784,991,2769
215011391,..,538,538,518,37,550,159,0,160,142,0,142,56,0,56,20,0,20,890,573,1464
215011392,..,1058,1058,1149,75,1230,386,15,401,322,3,329,144,9,154,55,6,58,2062,1167,3231
215011393,..,397,397,407,16,419,124,4,127,105,0,105,65,0,65,20,0,20,726,415,1139
215011394,..,929,929,973,50,1024,273,4,275,239,0,245,133,0,133,57,0,57,1677,988,2664
215021395,..,483,483,782,34,814,336,3,340,382,0,382,233,0,236,89,0,96,1826,520,2351
215021396,..,413,413,540,31,566,266,7,267,226,0,230,127,0,127,65,0,65,1215,450,1662
215021398,..,437,437,513,23,536,162,0,160,140,7,148,85,4,91,39,4,46,941,479,1417
215021399,..,556,556,650,42,698,315,0,315,300,0,304,124,0,124,75,0,72,1466,603,2069
215021469,..,2244,2244,2098,224,2317,907,43,947,742,19,761,357,6,365,198,6,202,4291,2535,6830
215021470,..,1544,1544,1853,122,1975,750,27,776,701,5,705,345,3,348,134,3,139,3777,1698,5481
215031400,..,843,843,881,62,944,260,0,264,207,0,213,132,0,132,65,0,65,1547,910,2455
215031401,..,796,796,1033,48,1081,279,0,280,261,0,261,163,0,163,59,0,59,1799,851,2649
215031402,..,575,575,539,34,575,168,3,167,131,0,131,74,0,74,48,0,48,959,613,1572
215031403,..,253,253,311,29,338,144,7,156,118,6,123,94,7,97,56,3,57,723,302,1027
215031404,..,1261,1261,1277,115,1396,546,30,578,446,7,457,235,3,238,100,3,102,2604,1421,4026
215031405,..,548,548,754,44,799,293,3,295,256,0,255,169,0,169,75,0,75,1548,598,2145
216011406,..,1562,1562,1894,134,2028,675,17,692,693,8,708,322,0,325,133,0,130,3713,1727,5442
216011407,..,1146,1146,1393,68,1459,529,5,534,517,3,517,250,0,250,119,0,126,2810,1222,4031
216011408,..,272,272,491,18,507,175,0,177,191,0,191,104,0,104,42,0,42,1000,295,1296
216011409,..,436,436,562,28,593,178,6,181,156,0,154,86,0,86,45,0,45,1028,467,1497
216011410,..,501,501,637,43,678,175,0,175,151,0,154,86,0,86,38,0,38,1089,543,1634
216021411,..,764,764,856,57,912,297,5,302,250,7,253,124,0,124,70,0,73,1598,832,2425
216021412,..,214,214,366,17,387,128,0,130,119,0,119,48,0,48,29,0,29,686,241,924
216021413,..,1305,1305,1601,99,1702,599,7,610,515,0,519,312,0,318,167,0,167,3196,1411,4607
216021414,..,876,876,1129,62,1194,319,4,327,312,4,313,166,0,166,58,0,58,1988,949,2940
216031415,..,1051,1051,990,84,1077,399,8,409,338,3,344,163,6,164,70,0,74,1962,1153,3109
216031416,..,1921,1921,1991,164,2151,963,50,1015,903,15,920,430,3,435,226,0,224,4514,2154,6670
216031417,..,1984,1984,2457,182,2638,1172,38,1203,1153,20,1171,555,7,567,341,9,352,5678,2242,7917
216031418,..,261,261,453,19,473,179,0,183,225,0,225,110,0,110,53,0,53,1018,284,1303
216031419,..,907,907,1206,82,1287,478,10,484,499,0,498,240,0,240,106,0,106,2523,1002,3521
217011420,..,1066,1066,1290,57,1353,367,3,374,375,0,377,185,0,185,67,0,67,2288,1135,3416
217011421,..,1359,1359,1387,86,1474,501,21,523,421,0,422,176,0,176,79,0,79,2568,1467,4035
217011422,..,1359,1359,1448,102,1546,548,13,555,507,6,507,186,0,182,63,0,63,2746,1475,4220
217011423,..,657,657,864,37,903,279,0,278,267,0,267,157,0,157,50,0,50,1619,701,2317
217031471,..,475,475,507,32,534,158,3,163,132,0,132,64,0,64,34,0,34,893,509,1406
217031472,..,1557,1557,1448,116,1566,598,35,634,535,5,540,266,12,272,126,9,136,2970,1732,4697
217031473,..,503,503,729,41,772,213,3,212,265,0,265,142,0,142,73,0,73,1420,542,1965
217031474,..,659,659,690,42,729,234,3,237,216,0,216,125,0,125,69,0,69,1326,705,2031
217031475,..,668,668,939,44,981,324,3,330,325,0,329,193,0,193,85,0,85,1867,712,2582
217031476,..,478,478,507,42,546,152,3,153,116,0,116,49,0,46,9,0,9,834,518,1353
217041477,..,580,580,837,48,884,310,4,317,274,0,273,185,0,185,110,0,110,1719,630,2345
217041478,..,875,875,1244,60,1306,435,3,439,464,0,469,237,0,234,101,3,99,2476,947,3420
217041479,..,2098,2098,2536,189,2727,1085,47,1134,1086,28,1111,509,8,520,192,5,194,5418,2376,7786
217041480,..,1675,1675,1559,153,1709,593,48,638,562,17,580,232,12,244,101,10,115,3052,1912,4963
297979799,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299999499,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301011001,..,993,993,1733,114,1852,1088,34,1122,997,4,1003,450,0,451,192,0,192,4468,1147,5619
301011002,..,277,277,677,38,710,433,15,449,498,0,500,223,0,222,139,0,139,1965,330,2299
301011003,..,925,925,1620,96,1723,800,17,813,993,6,998,414,0,414,191,0,193,4015,1045,5060
301011004,..,1464,1464,1937,155,2095,1094,33,1124,1056,13,1066,410,0,410,238,3,242,4741,1660,6399
301011005,..,449,449,511,48,562,223,0,229,198,0,202,75,0,75,26,0,26,1036,500,1530
301011006,..,574,574,1327,64,1392,707,13,718,827,4,833,309,0,309,114,0,114,3293,656,3944
301021007,..,1797,1797,2090,128,2210,850,27,874,699,0,699,253,0,254,134,0,134,4019,1945,5963
301021008,..,479,479,745,32,779,335,6,337,370,3,373,134,0,134,52,0,52,1630,519,2154
301021009,..,673,673,1730,96,1821,864,17,882,1041,0,1040,435,3,440,212,0,217,4282,785,5069
301021011,..,223,223,766,41,806,481,4,486,612,6,620,229,0,229,114,0,114,2199,277,2478
301021012,..,620,620,1475,72,1544,857,10,868,1068,6,1067,467,0,467,172,0,173,4034,707,4744
301021013,..,1181,1181,1942,97,2040,812,11,820,877,3,881,340,0,340,165,0,166,4140,1291,5435
301021527,..,1513,1513,1554,211,1765,389,11,405,204,3,212,90,0,90,79,0,79,2314,1741,4056
301031014,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
301031015,..,747,747,898,75,973,418,11,435,428,3,427,162,0,166,65,0,65,1968,837,2809
301031016,..,746,746,1256,90,1348,758,22,776,736,7,745,279,0,283,122,0,122,3158,858,4013
301031017,..,215,215,403,56,465,257,20,279,258,9,264,102,4,105,48,3,50,1072,307,1379
301031018,..,641,641,971,118,1088,563,22,590,530,6,535,190,3,194,87,0,88,2346,790,3137
301031019,..,237,237,719,30,755,534,16,549,837,3,835,295,0,295,86,0,86,2469,288,2752
301031020,..,1393,1393,1485,129,1614,792,21,815,790,9,804,278,0,282,114,0,112,3464,1559,5022
301031021,..,1277,1277,1551,159,1714,998,22,1018,849,3,856,346,0,346,153,0,153,3898,1470,5364
302011022,..,409,409,752,60,809,480,17,498,464,4,465,190,0,190,98,0,100,1991,489,2476
302011023,..,324,324,827,28,857,456,3,454,613,0,615,279,0,276,95,0,95,2268,355,2623
302011024,..,694,694,1096,86,1182,575,24,603,515,14,530,162,0,167,82,0,81,2435,825,3257
302011025,..,960,960,1118,166,1289,518,31,554,486,10,492,176,3,178,61,0,61,2366,1166,3533
302011026,..,377,377,808,59,870,436,10,444,575,8,583,214,0,214,69,0,72,2100,454,2555
302021027,..,1322,1322,1508,108,1622,664,40,702,762,8,770,274,3,280,106,4,112,3319,1478,4801
302021028,..,1606,1606,1180,242,1414,510,68,576,305,18,318,106,3,102,59,0,60,2153,1926,4082
302021029,..,422,422,752,67,822,397,15,414,370,4,372,178,0,180,64,0,65,1757,513,2268
302021030,..,318,318,484,46,528,279,12,290,264,9,270,97,3,101,53,0,50,1174,394,1567
302021031,..,1568,1568,1490,261,1751,770,65,843,755,14,776,306,3,314,102,0,102,3424,1915,5342
302021032,..,868,868,829,140,971,389,38,427,297,16,317,101,3,107,38,0,38,1657,1074,2729
302021033,..,597,597,866,69,940,421,16,432,377,5,379,158,3,163,56,0,56,1873,688,2566
302021034,..,776,776,1022,97,1123,627,35,662,671,7,678,237,4,236,79,0,79,2641,925,3557
