SA2_MAINCODE_2016,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_Nthern_Ireland_0_4,M_Nthern_Ireland_5_14,M_Nthern_Ireland_15_24,M_Nthern_Ireland_25_44,M_Nthern_Ireland_45_54,M_Nthern_Ireland_55_64,M_Nthern_Ireland_65_74,M_Nthern_Ireland_75_84,M_Nthern_Ireland_85ov,M_Nthern_Ireland_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot
212051327,0,5,0,0,0,0,3,3,0,15,0,0,0,10,13,41,74,65,24,229,0,3,3,0,0,0,0,0,0,14,0,6,8,22,6,7,0,0,0,57,0,0,0,3,8,0,6,3,0,23,0,14,29,82,46,67,72,20,0,334,0,0,0,0,0,3,6,0,0,14,0,0,0,4,3,3,9,6,3,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,5,6,3,0,28,0,10,24,16,25,29,13,6,0,123,0,0,0,0,3,0,3,3,0,12,0,3,0,7,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,4,13,9,3,3,0,0,0,34,0,0,0,9,8,10,7,6,0,35,0,3,0,10,4,7,16,9,0,45,0,15,22,14,9,6,8,3,0,75,0,5,6,20,17,9,13,5,0,72
213011328,0,0,0,5,3,0,0,0,0,4,0,0,0,3,3,3,5,12,4,36,0,3,0,0,0,0,0,0,0,4,0,0,6,5,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,5,3,0,0,10,0,0,3,0,0,23,0,0,0,3,3,16,31,20,0,82,0,0,0,0,4,0,0,0,0,3,0,0,0,13,3,0,0,0,0,20,0,4,12,26,0,0,0,0,0,47,0,0,0,0,0,3,4,0,0,6,0,8,22,23,6,3,6,0,0,68,0,0,0,0,0,0,0,0,0,4,0,0,42,73,0,0,0,0,0,119,0,0,3,5,0,0,0,0,0,8,0,0,9,32,4,3,0,0,0,52,0,0,0,4,4,8,10,6,8,34,0,0,0,0,3,3,0,7,3,17,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0
213011329,0,4,0,3,0,0,0,0,0,5,0,4,0,3,3,13,3,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,10,0,0,5,10,3,0,0,0,0,20,0,0,0,3,4,19,19,5,0,60,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,7,3,3,0,0,0,0,10,0,0,0,3,0,0,0,0,0,3,0,7,18,26,3,8,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,6,11,41,9,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,8,23,90,47,55,18,3,0,244,0,0,0,3,4,9,6,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3
213011330,0,0,0,3,0,0,3,3,0,10,0,0,3,11,9,24,48,32,7,141,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0,0,5,11,5,3,8,0,0,31,7,12,5,45,10,0,5,0,0,93,0,0,3,12,17,63,91,52,4,239,0,0,3,16,5,7,0,0,0,28,0,11,25,48,13,0,0,0,0,98,0,0,3,25,3,0,0,0,0,32,0,0,0,0,3,6,0,0,0,15,18,96,83,128,36,16,9,0,0,376,0,0,0,0,0,0,0,3,0,3,8,15,26,138,4,4,4,0,0,201,0,0,0,0,0,0,0,0,0,0,5,42,112,280,141,64,35,3,3,694,0,0,0,9,10,8,11,3,3,48,0,0,0,6,3,7,3,4,3,27,0,0,3,13,0,3,0,0,0,18,0,0,3,3,0,0,0,0,0,12
213011331,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,11,12,11,0,41,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,3,0,0,24,0,0,0,3,0,3,0,0,0,11,0,0,0,4,8,40,38,14,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,9,20,19,3,5,0,0,0,63,0,0,0,0,0,0,0,0,0,0,3,0,0,11,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9,30,51,48,46,15,3,0,201,0,0,0,11,0,15,6,3,0,40,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,0,0,3,0,0,0,0,9
213011332,0,0,0,3,0,0,0,0,0,3,0,0,0,0,12,64,50,34,11,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,22,18,11,10,3,0,73,0,3,0,5,3,3,4,0,0,19,0,0,0,0,10,50,48,17,5,129,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,5,6,24,26,5,11,0,0,0,82,0,0,0,0,0,0,0,0,0,4,0,0,9,23,0,4,0,0,0,32,0,0,0,3,0,0,0,0,0,4,0,6,6,17,4,9,14,0,0,63,0,0,0,3,0,16,12,3,3,35,0,0,0,7,4,4,4,0,0,18,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,4
213011333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,18,15,9,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,14,3,7,0,0,0,30,3,7,0,12,3,0,0,0,0,25,3,0,4,9,10,68,93,19,3,212,0,0,3,0,0,0,0,0,0,6,0,7,27,49,5,6,3,0,0,97,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,5,3,0,9,3,38,30,25,4,3,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,11,38,3,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,20,23,73,39,33,17,5,0,223,0,0,0,9,9,11,5,3,3,40,0,0,0,0,0,5,8,5,0,17,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
213011334,0,0,0,3,0,0,0,3,0,11,0,0,0,5,4,22,42,20,11,107,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,17,16,7,4,0,50,0,7,6,14,3,3,0,0,0,30,0,0,3,6,17,81,154,76,13,347,0,0,0,5,0,0,3,0,0,7,0,8,9,30,3,3,0,0,0,52,0,3,8,25,3,0,0,0,0,37,0,0,0,0,0,3,9,0,3,15,11,56,66,62,13,15,0,0,0,227,0,0,0,0,0,3,3,3,0,9,3,9,51,175,9,3,0,0,0,252,0,0,0,0,0,0,0,0,0,4,3,26,21,81,40,19,10,7,0,203,0,0,0,3,4,17,7,9,11,45,0,0,0,0,0,3,4,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5
213011335,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,15,14,19,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,10,9,5,0,0,35,0,0,3,15,7,7,3,0,0,31,0,0,0,0,7,54,114,55,3,240,0,0,0,3,0,0,0,0,0,4,0,5,18,22,3,0,0,0,0,46,0,0,21,21,0,0,0,0,0,50,0,0,0,0,0,0,4,3,0,10,16,45,42,37,11,9,5,0,0,153,0,0,0,0,0,0,0,0,0,0,3,4,49,172,8,0,3,0,0,245,0,3,3,3,0,0,0,0,0,5,4,18,34,89,50,31,17,4,0,246,0,0,0,4,3,9,3,3,4,32,0,0,0,0,0,3,6,0,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3
213011336,0,0,0,6,0,0,0,0,0,9,0,0,0,7,4,4,10,18,14,54,0,0,3,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,11,0,0,0,0,3,0,0,0,0,10,16,14,3,14,0,0,0,0,0,47,0,0,0,0,0,5,12,3,4,19,0,0,0,0,0,0,0,0,0,3,0,27,31,127,12,3,3,3,0,202,0,3,36,73,0,0,0,0,0,116,0,0,0,3,0,0,0,0,0,8,8,7,13,32,8,4,3,0,0,66,0,0,0,0,0,0,0,0,0,3,3,0,22,90,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,4,9,30,10,12,7,3,0,73,0,0,0,6,4,10,7,0,0,24,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
213011337,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,15,27,38,24,112,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,13,8,10,0,12,4,3,0,0,0,40,0,0,0,4,3,40,99,60,18,226,0,0,0,5,0,0,0,0,0,3,0,18,33,81,9,5,0,0,0,158,0,0,3,6,0,0,0,0,0,7,0,0,0,0,0,0,0,4,0,3,0,12,13,15,14,3,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,3,17,65,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,3,0,0,14,27,17,18,0,0,0,77,0,0,0,0,0,7,7,3,6,22,0,0,0,0,0,0,9,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
213011338,0,0,0,3,0,0,5,0,0,12,0,0,3,10,8,16,42,62,12,153,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,7,0,0,0,11,4,0,3,0,0,19,0,3,3,30,0,4,3,0,0,46,0,0,0,4,5,37,144,88,13,290,0,0,0,0,0,3,0,0,0,7,3,9,14,58,15,6,4,0,0,103,0,0,3,13,0,0,0,0,0,22,0,0,0,4,0,0,3,0,0,6,4,41,30,81,16,7,4,0,0,181,0,0,0,0,0,0,0,0,0,4,7,6,45,96,0,3,0,0,0,159,0,0,0,0,3,0,0,0,0,9,0,11,9,88,26,35,19,3,0,181,0,0,0,4,3,13,11,3,6,46,0,0,0,0,4,3,6,3,0,18,0,0,0,3,3,0,0,0,0,11,0,4,3,4,0,0,0,0,0,12
213011339,0,3,0,3,0,0,6,0,0,11,0,0,3,6,11,18,21,14,5,89,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,0,0,8,5,3,3,0,0,20,0,3,0,0,3,6,3,0,0,20,0,0,0,6,12,25,26,13,4,85,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,5,19,19,28,9,7,3,0,0,92,0,0,0,4,0,0,0,0,0,3,0,0,5,18,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,5,21,20,88,42,31,14,0,0,220,0,0,0,3,3,6,0,0,4,20,0,0,0,0,0,3,0,0,0,11,0,3,0,7,0,0,3,0,0,15,0,3,4,10,3,3,0,0,0,21
213011340,0,3,0,4,3,3,0,0,0,14,0,0,6,5,34,79,101,38,8,271,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,11,0,0,3,4,21,21,11,3,0,59,0,0,0,3,3,9,9,0,0,20,0,0,0,3,21,58,51,18,0,154,0,0,0,0,3,3,8,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,13,0,4,14,16,7,8,8,0,0,64,0,0,0,0,3,0,0,0,0,3,0,0,0,6,3,0,3,0,0,18,0,0,0,0,3,0,0,0,0,5,0,0,6,35,18,19,17,0,0,95,0,0,0,7,9,16,13,3,0,48,0,0,0,0,3,5,5,0,0,15,0,0,3,3,3,3,4,0,0,19,0,0,3,9,0,3,4,0,0,20
213021341,0,3,0,23,9,8,3,3,0,48,0,3,0,10,5,22,16,27,9,102,0,3,0,3,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,5,0,0,0,5,3,0,0,0,0,10,0,0,0,12,4,3,0,0,0,16,0,0,0,3,5,18,59,45,4,135,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,5,0,3,4,3,25,0,6,10,65,22,13,15,4,0,134,0,0,0,0,3,7,0,0,3,13,0,3,4,16,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,6,6,14,8,0,0,0,0,36,0,0,0,5,0,3,0,0,3,12,0,0,0,7,14,10,8,14,5,60,0,0,0,3,3,0,0,0,0,5,0,3,3,12,0,8,3,0,0,36
213021342,0,3,0,14,7,5,3,0,0,34,0,0,0,10,14,45,43,18,11,146,0,4,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,6,0,0,9,36,16,10,13,3,0,90,0,3,5,17,9,0,3,5,0,41,0,0,0,5,17,64,94,40,5,232,0,4,3,16,3,5,0,3,3,36,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,12,0,0,0,3,0,0,6,3,0,17,10,12,30,79,28,26,3,3,0,186,0,0,0,0,0,3,0,0,0,4,0,0,8,24,0,0,0,0,0,31,0,0,0,3,0,0,0,0,0,4,4,6,18,44,22,28,18,3,0,144,0,0,0,3,7,10,11,4,4,36,0,0,0,6,8,9,8,13,0,44,0,0,0,4,3,3,0,0,0,15,3,0,0,13,3,5,5,0,3,29
213021343,0,4,0,25,4,0,0,0,3,33,0,0,0,3,13,21,62,101,32,237,0,0,0,5,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5,3,4,22,162,58,20,23,0,0,299,0,8,0,17,0,4,0,0,0,24,0,0,0,3,0,7,33,47,7,102,0,0,0,3,0,0,0,0,0,3,0,0,4,22,5,0,0,0,0,34,0,0,0,4,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,13,0,10,20,73,25,16,7,0,0,146,0,0,0,3,0,0,0,0,0,4,0,3,6,41,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,3,3,21,7,3,0,0,0,36,0,0,0,7,0,3,3,0,4,25,0,0,0,3,0,3,7,4,3,18,0,0,0,5,0,0,0,0,0,10,0,0,4,8,0,0,0,0,0,18
213021344,0,0,0,31,9,8,3,0,0,54,0,0,0,11,12,10,19,22,14,94,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,3,0,17,21,11,16,3,0,78,0,0,0,22,3,3,0,0,0,32,0,0,0,0,0,9,3,3,0,13,0,0,0,7,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,0,0,0,0,22,0,0,0,0,0,9,4,0,0,19,0,6,14,141,48,13,3,0,0,231,0,0,0,10,4,0,0,0,0,13,0,0,3,14,0,0,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,3,0,17,3,3,0,0,0,28,0,0,0,6,0,7,0,0,0,20,0,0,0,9,17,16,3,3,0,51,0,0,0,8,9,3,0,0,0,19,0,0,3,31,8,4,0,0,0,45
213021345,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,8,3,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,0,3,0,0,20,0,0,4,5,0,3,0,0,0,18,0,0,0,0,3,3,10,9,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,6,5,23,8,9,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,9,0,0,0,35,0,0,0,3,0,0,0,0,0,10,0,0,0,0,6,0,0,0,0,10,0,0,0,3,0,6,0,0,0,10,0,0,3,0,3,0,0,0,0,7
213021346,0,3,0,11,4,6,3,3,0,31,0,0,3,12,6,19,12,14,16,85,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,3,0,0,23,0,0,0,4,7,6,0,0,0,20,0,0,0,0,3,13,14,6,3,41,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,9,0,0,0,0,3,4,4,0,3,19,0,13,8,51,31,19,10,0,0,135,0,0,0,0,0,0,4,3,0,13,0,0,3,0,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,9,0,4,0,0,0,20,0,0,3,5,0,3,4,0,0,12,0,0,7,9,14,16,19,3,3,66,0,3,0,3,0,0,0,0,0,14,0,0,3,13,8,11,4,0,0,39
213031347,0,0,0,9,0,0,0,0,0,15,0,0,0,10,3,5,22,19,12,72,0,0,0,6,0,0,0,0,0,6,0,0,5,16,4,0,0,0,0,26,0,0,0,4,0,0,0,0,0,11,9,20,10,54,7,10,3,0,0,119,0,0,0,4,0,7,10,13,0,36,0,0,0,17,0,0,0,0,0,19,0,21,24,77,12,3,0,0,0,136,0,0,11,20,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,4,0,10,26,64,10,12,6,0,0,136,0,0,0,0,0,0,0,0,0,3,3,0,29,87,3,4,0,0,0,121,0,0,0,0,0,0,0,0,0,0,3,5,14,60,22,19,6,0,0,132,0,0,0,4,0,0,3,4,0,15,0,3,0,3,3,4,0,7,0,25,0,0,3,12,4,0,3,0,0,23,0,0,0,5,0,0,0,0,0,10
213031348,3,0,0,14,3,0,7,3,0,29,0,0,0,9,0,8,13,17,18,68,0,0,3,9,3,0,0,0,0,15,0,0,12,24,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,3,0,0,29,53,15,3,8,0,0,105,0,0,0,3,0,0,3,0,0,14,0,0,3,11,0,0,0,0,0,20,0,0,0,3,0,0,0,0,0,3,0,0,34,74,4,0,0,0,0,111,0,0,3,6,0,3,5,0,0,17,0,0,20,113,22,18,8,0,0,175,0,0,0,0,0,0,0,0,0,3,0,0,33,54,5,0,0,0,0,91,0,0,0,0,0,0,0,0,0,3,4,3,15,54,9,5,6,0,3,92,0,0,0,10,3,3,0,0,0,21,0,0,0,13,4,3,3,0,0,22,0,0,0,17,0,3,0,0,0,15,0,0,0,9,0,0,0,0,0,15
213031349,0,0,3,11,0,0,0,0,0,16,0,0,4,11,10,14,17,12,11,87,0,0,0,8,0,0,0,0,0,6,0,0,0,22,0,3,0,0,0,28,0,0,0,3,0,4,0,0,0,9,4,3,10,61,7,11,8,0,0,96,0,0,0,0,0,0,3,0,0,10,0,0,4,3,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,3,0,0,0,24,0,0,0,0,3,0,3,0,0,10,0,3,14,61,18,3,3,0,0,101,0,0,0,0,0,0,0,0,0,3,3,0,3,18,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,3,5,41,5,6,5,0,0,68,0,0,0,3,6,0,3,0,0,20,0,0,0,3,3,0,0,0,0,10,0,0,0,8,3,3,4,0,0,23,0,0,3,9,3,3,0,0,0,24
213031350,0,0,0,18,0,3,0,0,3,29,0,0,0,0,3,4,3,14,3,33,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,0,0,3,0,0,19,0,0,0,0,0,3,3,3,3,10,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,23,0,0,0,0,0,0,0,0,3,5,0,3,3,79,30,8,3,0,0,131,0,0,0,5,0,0,0,0,0,5,0,0,15,7,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,0,10,12,3,4,0,0,0,34,0,0,0,3,0,3,0,0,0,10,0,0,0,11,4,3,0,0,0,17,0,0,0,3,7,0,0,0,0,11,0,0,0,17,4,0,0,0,0,21
213031351,0,0,0,7,0,3,3,0,0,18,0,0,0,7,3,16,12,24,12,79,0,0,0,8,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,10,0,0,0,0,3,3,0,0,0,11,0,0,4,21,0,3,0,0,0,30,0,0,0,3,4,0,3,3,0,14,0,0,3,11,0,0,0,0,0,10,0,0,0,4,3,0,0,0,0,14,0,0,36,74,0,0,0,0,0,108,0,0,0,3,0,0,0,0,0,6,0,6,8,79,17,5,0,3,0,127,0,0,0,0,0,0,0,0,0,0,0,0,9,40,5,0,0,0,0,60,0,0,0,8,0,0,0,0,0,10,0,4,3,28,9,6,0,0,3,54,0,0,0,3,0,3,0,0,0,15,0,3,0,10,3,7,3,3,0,26,0,0,0,8,0,0,0,0,0,10,0,0,0,5,3,0,0,0,0,10
213031352,0,3,0,30,6,0,0,0,0,37,0,0,0,3,9,20,20,30,17,90,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,4,9,0,0,14,3,0,0,13,4,0,0,0,0,25,0,0,0,0,0,0,4,5,0,11,0,0,0,4,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,0,33,0,0,0,5,0,0,3,0,0,15,0,5,3,144,24,21,3,0,0,197,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,0,5,0,0,0,13,3,4,0,0,0,28,0,0,0,3,3,0,3,4,3,18,0,0,0,18,3,5,0,0,0,34,0,0,0,5,3,0,0,0,0,7,0,0,0,21,4,0,0,0,0,29
213041353,0,0,0,3,0,6,5,0,0,25,0,0,0,3,0,16,22,6,0,50,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,8,0,0,0,9,5,20,12,3,3,54,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,19,3,3,45,0,10,13,46,26,24,19,7,0,135,0,0,0,0,3,0,7,0,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,9,0,0,4,10,9,16,24,5,3,68,0,0,3,3,3,0,0,0,0,10,0,5,4,11,8,8,3,0,0,37
213041355,0,0,0,3,0,0,3,0,0,11,0,0,3,17,29,52,44,19,0,162,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,0,0,0,15,17,6,3,0,0,52,0,7,7,16,7,7,0,0,0,45,0,4,9,12,27,52,59,12,0,174,0,0,0,7,6,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,3,0,0,5,0,4,0,0,12,0,32,20,44,19,9,0,0,0,126,0,0,0,0,0,0,0,0,0,7,0,3,6,22,6,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,33,28,119,48,20,9,0,0,265,0,0,0,10,4,8,0,0,0,25,0,0,0,3,3,10,0,0,0,15,0,3,3,0,4,0,0,0,0,10,0,3,7,18,15,7,3,0,0,48
